App,Package,Start Time,Duration,Filename
"System",,"Jun 17, 2018 @ 05:08:26 PM","1 min 3 sec","Trepn_2018.06.17_170826.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
142,1,142,167718,0,1734000,137,2295000,136,0,138,12,
299,1,299,861451,259,1734000,260,1734000,259,0,272,100,
317,1,317,1397655,315,2295000,316,2295000,315,0,317,100,
423,1,423,861451,421,1734000,422,1734000,422,0,423,100,
431,1,523,1397655,522,2295000,523,2295000,523,0,523,100,
524,1,625,861451,623,1734000,623,1734000,623,0,624,100,
625,1,726,861451,723,1734000,724,1734000,723,0,725,100,
726,1,825,949579,824,1836000,824,1836000,824,0,825,100,
825,1,932,861451,924,1734000,925,1734000,924,0,932,100,
932,1,1026,1257889,1025,2295000,1025,2295000,1025,0,1026,90,
1026,1,1126,880522,1125,2295000,1126,2295000,1125,0,1126,63,
1126,1,1227,1118124,1226,2295000,1226,2295000,1226,0,1227,80,
1227,1,1328,1397655,1326,2295000,1327,2295000,1326,0,1328,100,
1328,1,1427,1397655,1426,2295000,1427,2295000,1426,0,1427,100,
1427,1,1529,775306,1527,1734000,1528,1734000,1528,0,1528,90,
1529,1,1629,1397655,1628,2295000,1629,2295000,1628,0,1629,100,
1629,1,1733,949579,1731,1836000,1732,1836000,1732,0,1733,100,
1733,1,1834,861451,1832,1734000,1833,1734000,1833,0,1834,100,
1834,1,1934,1397655,1932,2295000,1933,2295000,1933,0,1933,100,
1934,1,2034,1397655,2033,2295000,2033,2295000,2033,0,2034,100,
2034,1,2135,861451,2134,1734000,2134,1734000,2134,0,2135,100,
2135,1,2236,1397655,2235,2295000,2235,2295000,2235,0,2236,100,
2236,1,2336,1397655,2335,2295000,2335,2295000,2335,0,2336,100,
2336,1,2436,1257889,2435,2295000,2435,2295000,2435,0,2436,90,
2436,1,2536,1397655,2535,2295000,2536,2295000,2536,0,2536,100,
2536,1,2637,861451,2636,1734000,2636,1734000,2636,0,2637,100,
2637,1,2737,949579,2736,1836000,2737,1836000,2736,0,2737,100,
2737,1,2838,949579,2836,1836000,2837,1836000,2837,0,2837,100,
2838,1,2938,861451,2937,1734000,2937,1734000,2937,0,2938,100,
2938,1,3038,568557,3037,1734000,3037,1734000,3037,0,3038,66,
3038,1,3138,861451,3137,1734000,3138,1734000,3137,0,3138,100,
3138,1,3239,861451,3237,1734000,3238,1734000,3238,0,3239,100,
3239,1,3339,775306,3338,1734000,3338,1734000,3338,0,3339,90,
3339,1,3439,172290,3438,1734000,3439,1734000,3438,0,3439,20,
3439,1,3540,86145,3538,1734000,3539,1734000,3539,0,3540,10,
3540,1,3640,775306,3639,1734000,3639,1734000,3639,0,3640,90,
3640,1,3740,697775,3739,1734000,3739,1734000,3739,0,3740,81,
3740,1,3840,861451,3839,1734000,3840,1734000,3839,0,3840,100,
3840,1,3940,1397655,3939,2295000,3940,2295000,3940,0,3940,100,
3940,1,4041,141987,4040,2193000,4040,2193000,4040,0,4041,11,
4041,1,4141,461226,4140,2295000,4140,2295000,4140,0,4141,33,
4141,1,4241,698827,4240,2295000,4241,2295000,4240,0,4241,50,
4241,1,4342,838593,4340,2295000,4341,2295000,4341,0,4341,60,
4342,1,4442,1132100,4441,2295000,4441,2295000,4441,0,4442,81,
4442,1,4544,698827,4542,2295000,4543,2295000,4543,0,4543,50,
4544,1,4644,768710,4643,2295000,4643,2295000,4643,0,4644,55,
4644,1,4744,139765,4743,2295000,4743,2295000,4743,0,4744,10,
4744,1,4844,0,4843,2295000,4844,2295000,4843,0,4844,0,
4844,1,4945,139765,4944,2295000,4944,2295000,4944,0,4945,10,
4945,1,5045,0,5044,2295000,5044,2295000,5044,0,5045,0,
5045,1,5145,104186,5144,1938000,5144,1938000,5144,0,5145,10,
5145,1,5245,698827,5244,2295000,5244,2295000,5244,0,5245,50,
5245,1,5345,1397655,5344,2295000,5345,2295000,5345,0,5345,100,
5345,1,5446,559062,5445,2295000,5445,2295000,5445,0,5446,40,
