App,Package,Start Time,Duration,Filename
"System",,"Jun 25, 2018 @ 11:45:55 AM","1 min 1 sec","Trepn_2018.06.25_114555.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,38,195671,37,2295000,37,2295000,37,0,38,14,
38,1,138,94957,137,1836000,138,1836000,138,0,138,10,
138,1,239,188373,238,1530000,238,1530000,238,0,239,27,
239,1,339,1397655,338,2295000,338,2295000,338,0,339,100,
339,1,439,1397655,438,2295000,439,2295000,438,0,439,100,
439,1,539,1397655,538,2295000,539,2295000,539,0,539,100,
539,1,640,1397655,639,2295000,639,2295000,639,0,639,100,
640,1,690,1397655,689,2295000,689,2295000,689,0,690,100,
690,1,790,922452,789,2295000,790,2295000,790,0,790,66,
790,1,892,854621,890,1836000,891,1836000,891,0,892,90,
892,1,992,1257889,991,2295000,991,2295000,991,0,992,90,
992,1,1092,949579,1091,1836000,1091,1836000,1091,0,1092,100,
1092,1,1243,949579,1241,1836000,1242,1836000,1242,0,1243,100,
1243,1,1343,949579,1342,1836000,1342,1836000,1342,0,1343,100,
1343,1,1443,949579,1442,1836000,1443,1836000,1442,0,1443,100,
1443,1,1547,1290799,1546,2193000,1547,2193000,1546,0,1547,100,
1547,1,1648,1006311,1646,2295000,1646,2295000,1646,0,1647,72,
1648,1,1747,1397655,1746,2295000,1747,2295000,1747,0,1747,100,
1747,1,1848,1397655,1847,2295000,1847,2295000,1847,0,1848,100,
1848,1,1948,1397655,1947,2295000,1947,2295000,1947,0,1948,100,
1948,1,2048,1397655,2047,2295000,2048,2295000,2047,0,2048,100,
2048,1,2149,1397655,2148,2295000,2148,2295000,2148,0,2149,100,
2149,1,2199,1397655,2198,2295000,2198,2295000,2198,0,2199,100,
2199,1,2300,1397655,2299,2295000,2299,2295000,2299,0,2299,100,
2300,1,2400,1397655,2399,2295000,2400,2295000,2400,0,2400,100,
2401,1,2501,1397655,2500,2295000,2500,2295000,2500,0,2501,100,
2501,1,2601,1397655,2600,2295000,2600,2295000,2600,0,2601,100,
2601,1,2701,1397655,2700,2295000,2701,2295000,2700,0,2701,100,
2701,1,2802,1257889,2801,2295000,2801,2295000,2801,0,2802,90,
2802,1,2902,1397655,2901,2295000,2901,2295000,2901,0,2902,100,
2902,1,3002,978358,3001,2295000,3002,2295000,3001,0,3002,70,
3002,1,3102,1397655,3101,2295000,3102,2295000,3102,0,3102,100,
3102,1,3205,1271866,3204,2295000,3205,2295000,3205,0,3205,91,
3205,1,3306,1257889,3305,2295000,3305,2295000,3305,0,3306,90,
3306,1,3411,1076194,3410,2295000,3410,2295000,3410,0,3411,77,
3411,1,3511,1397655,3510,2295000,3510,2295000,3510,0,3511,100,
3511,1,3611,1397655,3610,2295000,3611,2295000,3610,0,3611,100,
3611,1,3712,1118124,3711,2295000,3711,2295000,3711,0,3712,80,
3712,1,3812,1397655,3811,2295000,3811,2295000,3811,0,3812,100,
3813,1,3912,1397655,3911,2295000,3911,2295000,3911,0,3912,100,
3912,1,4013,1397655,4012,2295000,4012,2295000,4012,0,4013,100,
4013,1,4113,1229936,4112,2295000,4112,2295000,4112,0,4113,88,
4113,1,4215,1257889,4214,2295000,4214,2295000,4214,0,4215,90,
4215,1,4315,880522,4314,2295000,4314,2295000,4314,0,4315,63,
4315,1,4416,1257889,4414,2295000,4415,2295000,4415,0,4416,90,
4416,1,4516,1006311,4514,2295000,4515,2295000,4515,0,4516,72,
4516,1,4617,1257889,4616,2295000,4617,2295000,4617,0,4617,90,
4617,1,4717,125788,4716,2295000,4717,2295000,4717,0,4717,9,
4717,1,4818,1132100,4817,2295000,4817,2295000,4817,0,4818,81,
4818,1,4918,1257889,4917,2295000,4917,2295000,4917,0,4918,90,
4918,1,5018,1257889,5017,2295000,5018,2295000,5017,0,5018,90,
5018,1,5119,1215959,5117,2295000,5118,2295000,5118,0,5119,87,
5119,1,5219,1215959,5218,2295000,5218,2295000,5218,0,5219,87,
5219,1,5320,1215959,5319,2295000,5319,2295000,5319,0,5320,87,
5320,1,5420,1397655,5419,2295000,5419,2295000,5419,0,5420,100,
5420,1,5520,922452,5519,2295000,5519,2295000,5519,0,5520,66,
5520,1,5621,1397655,5619,2295000,5620,2295000,5620,0,5621,100,
5621,1,5721,1257889,5719,2295000,5720,2295000,5720,0,5720,90,
5721,1,5821,1118124,5820,2295000,5820,2295000,5820,0,5821,80,
5821,1,5921,1397655,5920,2295000,5920,2295000,5920,0,5921,100,
5921,1,6021,1257889,6020,2295000,6021,2295000,6021,0,6021,90,
6021,1,6122,1229936,6121,2295000,6121,2295000,6121,0,6122,88,
6122,1,6222,1397655,6221,2295000,6221,2295000,6221,0,6222,100,
6222,1,6322,1257889,6321,2295000,6321,2295000,6321,0,6322,90,
6322,1,6423,1215959,6421,2295000,6422,2295000,6422,0,6422,87,
6423,1,6523,1118124,6522,2295000,6522,2295000,6522,0,6523,80,
6523,1,6623,1076194,6622,2295000,6622,2295000,6622,0,6623,77,
6623,1,6723,1118124,6722,2295000,6722,2295000,6722,0,6723,80,
6723,1,6824,1257889,6822,2295000,6823,2295000,6823,0,6823,90,
6824,1,6924,1229936,6923,2295000,6923,2295000,6923,0,6924,88,
6924,1,7025,1160053,7024,2193000,7024,2295000,7024,0,7025,83,
7025,1,7125,1257889,7124,2295000,7124,2295000,7124,0,7125,90,
7125,1,7225,1257889,7224,2295000,7224,2295000,7224,0,7225,90,
7225,1,7325,1257889,7324,2295000,7325,2295000,7324,0,7325,90,
7325,1,7426,1397655,7424,2295000,7425,2295000,7425,0,7425,100,
7426,1,7526,1076194,7525,2295000,7525,2295000,7525,0,7526,77,
7526,1,7626,1076194,7625,2295000,7625,2295000,7625,0,7626,77,
7626,1,7726,1257889,7725,2295000,7726,2295000,7726,0,7726,90,
7727,1,7827,1397655,7825,2295000,7826,2295000,7826,0,7827,100,
7827,1,7927,1257889,7926,2295000,7926,2295000,7926,0,7927,90,
7927,1,8027,1397655,8026,2295000,8026,2295000,8026,0,8027,100,
8027,1,8127,1397655,8126,2295000,8127,2295000,8127,0,8127,100,
8127,1,8228,1132100,8226,2295000,8227,2295000,8227,0,8227,81,
8228,1,8328,1397655,8327,2295000,8327,2295000,8327,0,8328,100,
8328,1,8428,1118124,8427,2295000,8427,2295000,8427,0,8428,80,
8428,1,8528,1397655,8527,2295000,8528,2295000,8528,0,8528,100,
8528,1,8629,1397655,8627,2295000,8628,2295000,8628,0,8629,100,
8629,1,8729,1132100,8728,2295000,8728,2295000,8728,0,8729,81,
8729,1,8833,1397655,8831,2295000,8831,2295000,8831,0,8833,100,
8833,1,8932,1257889,8931,2295000,8932,2295000,8931,0,8932,90,
8932,1,9033,1257889,9031,2295000,9032,2295000,9032,0,9032,90,
9033,1,9133,1397655,9131,2295000,9132,2295000,9132,0,9133,100,
9133,1,9237,838593,9232,2295000,9236,2295000,9235,0,9237,60,
9237,1,9333,768710,9332,2295000,9333,2295000,9332,0,9333,55,
9333,1,9437,1132100,9432,2295000,9437,2295000,9437,0,9437,81,
9437,1,9539,1229936,9533,2295000,9538,2295000,9538,0,9539,88,
9539,1,9635,1132100,9633,2295000,9634,2295000,9634,0,9635,81,
9635,1,9736,1257889,9733,2295000,9735,2295000,9733,0,9736,90,
9736,1,9838,1397655,9833,2295000,9838,2295000,9837,0,9838,100,
9838,1,9940,1048241,9937,2295000,9939,2295000,9939,0,9940,75,
9860,1,10036,949579,10034,1836000,10035,1836000,10034,0,10035,100,
9940,1,10136,1257889,10135,2295000,10136,2295000,10135,0,10136,90,
10036,1,10238,1006311,10234,2295000,10237,2295000,10236,0,10237,72,
10136,1,10336,1397655,10334,2295000,10336,2295000,10335,0,10336,100,
10238,1,10438,1397655,10435,2295000,10437,2295000,10437,0,10438,100,
10336,1,10537,922452,10535,2295000,10536,2295000,10536,0,10537,66,
10438,1,10636,1257889,10635,2295000,10636,2295000,10635,0,10636,90,
10537,1,10739,1397655,10735,2295000,10736,2295000,10736,0,10738,100,
10637,1,10839,1397655,10836,2295000,10838,2295000,10836,0,10839,100,
10739,1,10937,1257889,10936,2295000,10936,2295000,10936,0,10937,90,
10839,1,11038,1397655,11036,2295000,11036,2295000,11036,0,11038,100,
10937,1,11138,1257889,11136,2295000,11137,2295000,11136,0,11137,90,
11038,1,11238,880522,11237,2295000,11237,2295000,11237,0,11238,63,
11138,1,11338,1397655,11337,2295000,11337,2295000,11337,0,11338,100,
11238,1,11440,1257889,11437,2295000,11437,2295000,11437,0,11440,90,
11338,1,11539,1397655,11537,2295000,11538,2295000,11537,0,11539,100,
11440,1,11639,1257889,11637,2295000,11638,2295000,11638,0,11639,90,
11539,1,11739,1397655,11738,2295000,11738,2295000,11738,0,11739,100,
11639,1,11839,1188006,11838,2295000,11838,2295000,11838,0,11839,85,
11739,1,11939,1257889,11938,2295000,11939,2295000,11938,0,11939,90,
11839,1,12044,1257889,12038,2295000,12039,2295000,12039,0,12044,90,
11939,1,12143,1006311,12139,2295000,12139,2295000,12139,0,12143,72,
12044,1,12248,1397655,12239,2295000,12243,2295000,12240,0,12244,100,
12143,1,12341,838593,12340,2295000,12340,2295000,12340,0,12341,60,
12248,1,12445,1257889,12440,2295000,12440,2295000,12440,0,12445,90,
12341,1,12544,1397655,12540,2295000,12541,2295000,12540,0,12543,100,
12445,1,12642,1257889,12640,2295000,12641,2295000,12641,0,12642,90,
12544,1,12742,1229936,12741,2295000,12742,2295000,12741,0,12742,88,
12642,1,12844,1257889,12841,2295000,12843,2295000,12841,0,12844,90,
12742,1,12946,1397655,12941,2295000,12941,2295000,12941,0,12946,100,
12844,1,13047,788150,13041,1836000,13046,1836000,13042,0,13047,83,
12946,1,13147,1229936,13142,2295000,13142,2295000,13142,0,13147,88,
13047,1,13253,1118124,13242,2295000,13242,2295000,13242,0,13253,80,
13147,1,13347,1229936,13342,2295000,13342,2295000,13342,0,13346,88,
13253,1,13447,1257889,13442,2295000,13446,2295000,13443,0,13447,90,
13347,1,13545,1118124,13543,2295000,13544,2295000,13543,0,13545,80,
13447,1,13645,1006311,13643,2295000,13644,2295000,13643,0,13644,72,
13545,1,13745,614968,13743,2295000,13744,2295000,13743,0,13745,44,
13645,1,13848,614968,13843,2295000,13847,2295000,13844,0,13848,44,
13745,1,13946,153742,13944,2295000,13944,2295000,13944,0,13946,11,
13848,1,14050,838593,14044,2295000,14049,2295000,14048,0,14050,60,
13946,1,14152,1188106,14151,2091000,14151,2091000,14151,0,14152,100,
14051,1,14253,559062,14252,2295000,14252,2295000,14252,0,14253,40,
14152,1,14353,1118124,14352,2295000,14353,2295000,14353,0,14353,80,
14253,1,14454,153742,14453,2295000,14454,2295000,14454,0,14454,11,
14353,1,14555,125788,14554,2295000,14554,2295000,14554,0,14555,9,
14455,1,14655,251577,14654,2295000,14655,2295000,14654,0,14655,18,
14555,1,14755,1397655,14754,2295000,14755,2295000,14755,0,14755,100,
14655,1,14856,838593,14855,2295000,14855,2295000,14855,0,14856,60,
14755,1,14956,279531,14955,2295000,14955,2295000,14955,0,14956,20,
14856,1,15056,223624,15055,2295000,15056,2295000,15055,0,15056,16,
14956,1,15156,279531,15155,2295000,15156,2295000,15156,0,15156,20,
15056,1,15257,1257889,15256,2295000,15256,2295000,15256,0,15257,90,
15157,1,15357,1257889,15356,2295000,15356,2295000,15356,0,15357,90,
15257,1,15457,1397655,15456,2295000,15456,2295000,15456,0,15457,100,
15357,1,15557,1397655,15556,2295000,15557,2295000,15557,0,15557,100,
15457,1,15658,1397655,15657,2295000,15657,2295000,15657,0,15658,100,
15557,1,15758,1397655,15757,2295000,15757,2295000,15757,0,15758,100,
15658,1,15858,614968,15857,2295000,15857,2295000,15857,0,15858,44,
15758,1,15958,0,15957,2295000,15958,2295000,15957,0,15958,0,
15858,1,16058,1118124,16058,2295000,16058,2295000,16058,0,16058,80,
15958,1,16159,1397655,16158,2295000,16158,2295000,16158,0,16159,100,
16059,1,16259,1397655,16258,2295000,16258,2295000,16258,0,16259,100,
16159,1,16359,1397655,16358,2295000,16359,2295000,16358,0,16359,100,
16259,1,16459,1397655,16458,2295000,16459,2295000,16459,0,16459,100,
16359,1,16560,1397655,16559,2295000,16559,2295000,16559,0,16560,100,
16459,1,16660,1397655,16659,2295000,16659,2295000,16659,0,16660,100,
