App,Package,Start Time,Duration,Filename
"System",,"Jun 24, 2018 @ 10:58:07 PM","1 min 2 sec","Trepn_2018.06.24_225807.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,12,335437,11,2295000,11,2295000,11,0,12,24,
12,1,112,838593,111,2295000,111,2295000,111,0,112,60,
112,1,213,922452,212,2295000,212,2295000,212,0,213,66,
213,1,313,559062,312,2295000,313,2295000,312,0,313,40,
313,1,413,880522,412,2295000,413,2295000,413,0,413,63,
413,1,514,139765,513,2295000,513,2295000,513,0,513,10,
514,1,614,0,613,2295000,613,2295000,613,0,614,0,
614,1,715,0,714,2295000,714,2295000,714,0,715,0,
715,1,819,565120,817,1530000,818,1530000,818,0,819,81,
819,1,919,1397655,917,2295000,918,2295000,918,0,919,100,
919,1,1030,861451,1017,1836000,1018,1734000,1018,0,1029,100,
1030,1,1119,949579,1118,1836000,1118,1836000,1118,0,1119,100,
1119,1,1220,861451,1218,1734000,1219,1734000,1219,0,1220,100,
1220,1,1327,861451,1325,1734000,1326,1734000,1326,0,1327,100,
1327,1,1428,568557,1426,1734000,1427,1734000,1427,0,1428,66,
1428,1,1528,379831,1526,1836000,1527,1836000,1527,0,1528,40,
1528,1,1628,0,1627,1836000,1627,1836000,1627,0,1628,0,
1628,1,1729,0,1727,1836000,1728,1836000,1727,0,1729,0,
1729,1,1829,0,1827,1836000,1828,1836000,1828,0,1829,0,
1829,1,1931,284873,1928,1836000,1928,1836000,1928,0,1930,30,
1931,1,2029,1188106,2028,2091000,2029,2091000,2028,0,2029,100,
2029,1,2132,949579,2131,1836000,2131,1836000,2131,0,2132,100,
2132,1,2232,1397655,2231,2295000,2231,2295000,2231,0,2232,100,
2232,1,2339,861451,2338,1734000,2338,1734000,2338,0,2339,100,
2339,1,2438,1161719,2437,2193000,2437,2193000,2437,0,2438,90,
2438,1,2538,1257889,2537,2295000,2537,2295000,2537,0,2538,90,
2538,1,2639,139765,2637,2295000,2638,2295000,2638,0,2639,10,
2639,1,2739,0,2738,1734000,2738,1734000,2738,0,2739,0,
2739,1,2839,0,2838,1836000,2838,1836000,2838,0,2839,0,
2839,1,2940,0,2938,1836000,2939,1836000,2938,0,2939,0,
2940,1,3040,0,3039,1836000,3039,1836000,3039,0,3040,0,
3040,1,3147,215362,3145,1734000,3145,1734000,3145,0,3146,25,
3147,1,3248,256386,3246,1734000,3247,1836000,3247,0,3248,27,
3248,1,3348,389327,3346,1836000,3347,1836000,3347,0,3348,41,
3348,1,3449,861451,3447,1734000,3448,1734000,3448,0,3449,100,
3449,1,3498,950484,3497,2091000,3497,2091000,3497,0,3498,80,
3498,1,3598,922452,3597,2295000,3597,2295000,3597,0,3598,66,
3598,1,3698,0,3697,2295000,3698,2295000,3698,0,3698,0,
3698,1,3799,517132,3797,2295000,3798,2295000,3798,0,3799,37,
3799,1,3899,1118124,3898,2295000,3898,2295000,3898,0,3899,80,
3899,1,4000,0,3998,1530000,3999,1530000,3999,0,4000,0,
4000,1,4103,0,4099,510000,4101,510000,4100,0,4103,0,
4104,1,4202,279072,4199,1530000,4200,1530000,4200,0,4201,40,
4202,1,4301,522268,4299,1836000,4300,1836000,4300,0,4301,55,
4301,1,4405,34700,4400,510000,4402,510000,4401,0,4405,27,
4406,1,4505,44226,4501,637500,4502,637500,4502,0,4504,25,
4505,1,4602,251164,4601,1530000,4601,1530000,4601,0,4602,36,
4602,1,4707,17690,4702,637500,4704,637500,4703,0,4706,10,
4707,1,4809,23133,4804,510000,4806,510000,4805,0,4808,18,
4809,1,4912,12852,4907,510000,4909,510000,4908,0,4912,10,
4913,1,5021,42411,5006,510000,5009,510000,5008,0,5020,33,
5021,1,5110,53071,5106,637500,5108,637500,5107,0,5110,30,
5111,1,5211,279072,5207,1530000,5209,1530000,5208,0,5211,40,
5211,1,5310,139765,5307,2295000,5309,2295000,5308,0,5310,10,
5311,1,5410,0,5408,2295000,5409,2295000,5408,0,5410,0,
5410,1,5509,171046,5508,1632000,5508,1632000,5508,0,5509,22,
5509,1,5613,48541,5609,561000,5611,561000,5610,0,5613,33,
5613,1,5713,28274,5710,510000,5711,510000,5710,0,5713,22,
5714,1,5814,0,5810,535500,5812,535500,5811,0,5814,0,
5814,1,5914,35381,5911,637500,5912,637500,5912,0,5914,20,
5914,1,6015,62708,6012,586500,6013,586500,6012,0,6015,40,
6015,1,6115,76744,6112,1530000,6113,1530000,6112,0,6114,11,
6115,1,6214,603015,6212,1734000,6213,1734000,6213,0,6214,70,
6215,1,6315,838593,6313,2295000,6313,2295000,6313,0,6315,60,
6315,1,6414,698827,6413,2295000,6413,2295000,6413,0,6414,50,
6414,1,6518,23133,6514,510000,6515,510000,6515,0,6518,18,
6518,1,6620,12852,6615,510000,6617,510000,6616,0,6620,10,
6621,1,6716,0,6715,1530000,6715,1530000,6715,0,6716,0,
6716,1,6820,49533,6817,637500,6818,637500,6818,0,6820,28,
6820,1,6922,0,6918,510000,6919,510000,6919,0,6922,0,
6922,1,7023,16180,7018,561000,7020,561000,7019,0,7023,11,
7023,1,7123,0,7119,510000,7120,510000,7120,0,7122,0,
7123,1,7221,903559,7219,2193000,7220,2193000,7220,0,7221,70,
7221,1,7321,251577,7319,2295000,7320,2295000,7320,0,7321,18,
7321,1,7420,922452,7419,2295000,7420,2295000,7419,0,7420,66,
7420,1,7523,0,7520,510000,7521,510000,7520,0,7523,0,
7523,1,7625,34700,7621,510000,7622,510000,7622,0,7625,27,
7625,1,7726,28274,7722,510000,7723,510000,7722,0,7725,22,
7726,1,7827,34700,7823,510000,7824,510000,7823,0,7826,27,
7827,1,7927,34700,7923,510000,7925,510000,7924,0,7927,27,
7927,1,8025,174420,8023,1530000,8024,1530000,8024,0,8025,25,
8025,1,8129,20563,8124,510000,8126,510000,8125,0,8129,16,
8130,1,8227,460468,8225,1530000,8226,1530000,8226,0,8227,66,
8228,1,8328,139765,8326,2295000,8327,2295000,8326,0,8328,10,
8328,1,8427,922452,8426,2295000,8426,2295000,8426,0,8427,66,
8427,1,8528,37087,8526,1530000,8527,765000,8526,0,8528,16,
8528,1,8630,12852,8627,510000,8628,510000,8628,0,8630,10,
8631,1,8731,63686,8728,637500,8729,637500,8729,0,8731,36,
8731,1,8833,28274,8829,510000,8830,510000,8830,0,8833,22,
8833,1,8932,21228,8929,637500,8930,637500,8930,0,8932,12,
8932,1,9043,47031,9033,510000,9035,586500,9034,0,9042,30,
9043,1,9132,0,9130,1530000,9131,1530000,9131,0,9132,0,
9132,1,9232,388742,9231,1632000,9231,1632000,9231,0,9232,50,
9232,1,9335,35654,9332,688500,9333,688500,9332,0,9335,18,
9335,1,9437,27535,9433,535500,9435,535500,9434,0,9437,20,
9437,1,9538,34700,9534,510000,9536,510000,9535,0,9538,27,
9539,1,9635,83721,9634,1530000,9634,1530000,9634,0,9635,12,
9635,1,9741,23133,9735,510000,9737,510000,9736,0,9740,18,
9741,1,9837,69768,9836,1530000,9836,1530000,9836,0,9837,10,
9837,1,9941,28305,9937,637500,9939,637500,9938,0,9941,16,
9942,1,10041,12852,10037,510000,10039,510000,10038,0,10041,10,
10041,1,10152,188373,10148,510000,10150,1530000,10149,0,10151,27,
10152,1,10249,503155,10247,2295000,10247,2295000,10247,0,10248,36,
