App,Package,Start Time,Duration,Filename
"System",,"Jun 23, 2018 @ 10:46:14 PM","51 sec","Trepn_2018.06.23_224614.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
1,1,1,209648,0,2295000,0,2295000,0,0,1,15,
13,1,105,430725,102,1734000,104,1734000,103,0,104,50,
105,1,204,379038,202,1734000,203,1734000,203,0,204,44,
204,1,304,626722,303,1836000,303,1836000,303,0,304,66,
304,1,404,307484,403,2295000,403,2295000,403,0,404,22,
404,1,504,125788,503,2295000,504,2295000,503,0,504,9,
504,1,604,167718,603,2295000,604,2295000,604,0,604,12,
604,1,705,377366,704,2295000,704,2295000,704,0,705,27,
705,1,805,698827,804,2295000,804,2295000,804,0,805,50,
805,1,906,861451,904,1734000,905,1734000,905,0,906,100,
906,1,1009,1188106,1008,2091000,1008,2091000,1008,0,1009,100,
1009,1,1110,861451,1109,1734000,1109,1734000,1109,0,1110,100,
1110,1,1211,777484,1210,1632000,1211,1632000,1210,0,1211,100,
1211,1,1314,1397655,1313,2295000,1313,2295000,1313,0,1314,100,
1314,1,1414,1397655,1413,2295000,1414,2295000,1414,0,1414,100,
1414,1,1520,1397655,1519,2295000,1520,2295000,1519,0,1520,100,
1520,1,1622,1397655,1621,2295000,1621,2295000,1621,0,1622,100,
1622,1,1725,1188106,1724,2091000,1724,2091000,1724,0,1725,100,
1725,1,1827,1397655,1826,2295000,1826,2295000,1826,0,1827,100,
1827,1,1927,1397655,1926,2295000,1927,2295000,1926,0,1927,100,
1927,1,2030,1397655,2026,2295000,2027,2295000,2027,0,2029,100,
2030,1,2128,646088,2127,1734000,2127,1734000,2127,0,2128,75,
2128,1,2229,536464,2228,1632000,2228,1632000,2228,0,2229,69,
2229,1,2330,139765,2328,2295000,2329,2295000,2329,0,2330,10,
2330,1,2430,646088,2429,1734000,2430,1734000,2429,0,2430,75,
2430,1,2530,86145,2529,1734000,2530,1734000,2529,0,2530,10,
2530,1,2630,740757,2629,2295000,2630,2295000,2630,0,2630,53,
2630,1,2731,139765,2730,2295000,2730,2295000,2730,0,2730,10,
2731,1,2834,0,2830,637500,2832,637500,2831,0,2833,0,
2834,1,2935,15921,2932,637500,2933,637500,2932,0,2935,9,
2935,1,3037,0,3033,637500,3035,637500,3034,0,3036,0,
3037,1,3135,209303,3134,1530000,3134,1530000,3134,0,3135,30,
3135,1,3240,0,3234,510000,3236,510000,3235,0,3240,0,
3240,1,3338,15921,3335,637500,3336,637500,3336,0,3338,9,
3338,1,3439,0,3436,612000,3437,612000,3436,0,3439,0,
3439,1,3543,15144,3538,535500,3540,535500,3539,0,3542,11,
3543,1,3646,23133,3639,510000,3641,510000,3640,0,3645,18,
3646,1,3740,279072,3738,1530000,3739,1530000,3738,0,3740,40,
3740,1,3839,139536,3838,1530000,3838,1530000,3838,0,3839,20,
3839,1,3939,0,3938,2193000,3938,2193000,3938,0,3939,0,
3939,1,4043,20563,4039,510000,4041,510000,4040,0,4043,16,
4044,1,4142,283975,4140,2193000,4141,2193000,4140,0,4142,22,
4142,1,4241,0,4240,2295000,4240,2295000,4240,0,4241,0,
4241,1,4345,14137,4341,510000,4343,510000,4342,0,4345,11,
4346,1,4442,76744,4441,1530000,4441,1530000,4441,0,4442,11,
4442,1,4548,23133,4542,510000,4544,510000,4543,0,4548,18,
4549,1,4646,18337,4643,612000,4644,612000,4644,0,4646,11,
4647,1,4747,0,4744,561000,4745,561000,4744,0,4747,0,
4748,1,4850,0,4844,510000,4847,510000,4845,0,4850,0,
4851,1,4946,125582,4944,1530000,4945,1530000,4945,0,4946,18,
4946,1,5052,24781,5045,535500,5047,535500,5047,0,5052,18,
5052,1,5148,279072,5146,1530000,5147,1530000,5146,0,5148,40,
5148,1,5251,12852,5247,510000,5249,510000,5248,0,5251,10,
5251,1,5352,13767,5347,535500,5349,535500,5348,0,5351,10,
5352,1,5453,25704,5448,510000,5450,510000,5449,0,5452,20,
5453,1,5553,25704,5549,510000,5550,510000,5550,0,5553,20,
5553,1,5654,25704,5649,510000,5651,510000,5650,0,5654,20,
5654,1,5751,76744,5749,1530000,5750,1530000,5749,0,5750,11,
5751,1,5851,69768,5850,1530000,5850,1530000,5850,0,5851,10,
5851,1,5955,14137,5951,510000,5952,510000,5952,0,5955,11,
5956,1,6059,209303,6051,1530000,6052,1530000,6051,0,6053,30,
6059,1,6153,522268,6151,1836000,6152,1836000,6152,0,6153,55,
6153,1,6257,0,6252,510000,6254,510000,6253,0,6257,0,
6257,1,6357,34419,6353,535500,6355,535500,6354,0,6357,25,
6358,1,6460,14137,6454,510000,6456,510000,6455,0,6459,11,
6460,1,6563,23133,6556,510000,6559,510000,6558,0,6562,18,
6563,1,6658,0,6655,1530000,6657,1530000,6655,0,6658,0,
6658,1,6756,348840,6755,1530000,6756,1530000,6755,0,6756,50,
6659,1,6861,38556,6856,510000,6858,510000,6857,0,6860,30,
6757,1,6964,12852,6957,510000,6960,510000,6959,0,6963,10,
6861,1,7059,0,7057,1530000,7058,1530000,7057,0,7058,0,
6964,1,7159,320932,7157,1530000,7158,1530000,7158,0,7159,46,
