App,Package,Start Time,Duration,Filename
"System",,"Jun 24, 2018 @ 12:01:19 AM","51 sec","Trepn_2018.06.24_000119.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,33,237601,32,2295000,33,2295000,33,0,33,17,
34,1,134,499641,133,1734000,133,1734000,133,0,134,58,
134,1,238,32130,234,510000,235,510000,234,0,238,25,
239,1,335,313955,334,1530000,334,1530000,334,0,335,45,
335,1,435,139765,434,2295000,434,2295000,434,0,435,10,
435,1,535,153742,534,2295000,534,2295000,534,0,535,11,
535,1,635,139765,634,2295000,635,2295000,634,0,635,10,
635,1,737,251577,735,2295000,735,2295000,735,0,737,18,
737,1,787,838593,786,2295000,787,2295000,786,0,787,60,
788,1,891,880522,890,2295000,890,2295000,890,0,891,63,
891,1,997,1188106,995,2091000,996,2091000,996,0,997,100,
997,1,1096,1397655,1095,2295000,1095,2295000,1095,0,1096,100,
1096,1,1197,861451,1195,1734000,1196,1734000,1196,0,1197,100,
1197,1,1297,1188106,1295,1734000,1296,2091000,1296,0,1297,100,
1297,1,1397,1397655,1396,2295000,1396,2295000,1396,0,1397,100,
1397,1,1497,1397655,1496,2295000,1496,2295000,1496,0,1497,100,
1497,1,1598,861451,1596,1734000,1597,1734000,1597,0,1598,100,
1598,1,1698,1188106,1697,2091000,1697,2091000,1697,0,1698,100,
1649,1,1798,1397655,1797,2295000,1797,2295000,1797,0,1798,100,
1698,1,1898,1397655,1897,2295000,1898,2295000,1897,0,1898,100,
1798,1,1999,461226,1997,2295000,1998,2295000,1998,0,1998,33,
1898,1,2099,349868,2098,1632000,2098,1632000,2098,0,2099,45,
1999,1,2199,153742,2198,2295000,2198,2295000,2198,0,2199,11,
2099,1,2299,689160,2298,1734000,2299,1734000,2298,0,2299,80,
2199,1,2400,949579,2399,1836000,2399,1836000,2399,0,2400,100,
2299,1,2500,475242,2499,2091000,2499,2091000,2499,0,2500,40,
2400,1,2600,153742,2599,2295000,2599,2295000,2599,0,2600,11,
2500,1,2700,307484,2699,2295000,2700,2295000,2699,0,2700,22,
2600,1,2805,11566,2800,510000,2802,510000,2802,0,2805,9,
2700,1,2901,0,2900,1530000,2901,1530000,2900,0,2901,0,
2805,1,3005,14709,3001,561000,3003,561000,3002,0,3005,10,
2902,1,3103,153489,3102,1530000,3102,1530000,3102,0,3103,22,
3005,1,3209,32130,3203,510000,3205,510000,3204,0,3208,25,
3103,1,3304,139536,3303,1530000,3303,1530000,3303,0,3304,20,
3209,1,3412,0,3405,535500,3409,535500,3406,0,3411,0,
3304,1,3512,0,3507,561000,3510,561000,3507,0,3512,0,
3412,1,3624,12852,3607,510000,3611,510000,3609,0,3623,10,
3513,1,3709,348840,3707,1530000,3708,1530000,3707,0,3708,50,
3624,1,3809,69768,3808,1530000,3809,1530000,3808,0,3809,10,
3709,1,3909,170924,3908,1836000,3908,1836000,3908,0,3909,18,
3810,1,4009,0,4008,2193000,4008,2193000,4008,0,4009,0,
3909,1,4111,209303,4109,1530000,4109,1530000,4109,0,4110,30,
4009,1,4214,11566,4209,510000,4211,510000,4210,0,4213,9,
4111,1,4315,14137,4311,510000,4312,510000,4311,0,4314,11,
4214,1,4416,34700,4412,510000,4413,510000,4413,0,4416,27,
4315,1,4514,153489,4512,1530000,4513,1530000,4512,0,4514,22,
4416,1,4620,12852,4614,510000,4617,510000,4615,0,4619,10,
4514,1,4715,139536,4713,1530000,4714,1530000,4714,0,4715,20,
4620,1,4815,0,4814,1530000,4814,1530000,4814,0,4815,0,
4715,1,4917,125582,4915,1530000,4916,1530000,4915,0,4917,18,
4815,1,5018,26784,5015,841500,5016,841500,5016,0,5018,10,
4917,1,5118,125582,5116,1530000,5117,1530000,5116,0,5117,18,
5018,1,5218,0,5217,1530000,5217,1530000,5217,0,5218,0,
5118,1,5322,0,5318,637500,5319,637500,5319,0,5321,0,
5218,1,5422,0,5418,612000,5420,612000,5419,0,5422,0,
5322,1,5525,12852,5519,510000,5521,510000,5520,0,5524,10,
5422,1,5620,0,5619,1530000,5619,1530000,5619,0,5620,0,
5525,1,5723,16670,5719,612000,5721,612000,5720,0,5723,10,
5620,1,5825,0,5820,510000,5822,510000,5821,0,5824,0,
5723,1,5924,82440,5920,663000,5922,663000,5921,0,5924,44,
5825,1,6027,12852,6022,510000,6024,510000,6023,0,6026,10,
5924,1,6124,349868,6122,1632000,6123,1632000,6123,0,6124,45,
6027,1,6225,0,6223,816000,6224,816000,6223,0,6225,0,
6124,1,6328,38556,6323,510000,6325,510000,6324,0,6328,30,
6226,1,6431,23133,6424,510000,6426,510000,6425,0,6430,18,
6328,1,6529,17651,6525,561000,6526,561000,6526,0,6529,12,
6431,1,6630,32130,6626,510000,6627,510000,6627,0,6630,25,
6529,1,6734,78385,6727,586500,6730,586500,6729,0,6733,50,
6630,1,6828,0,6826,1530000,6827,1530000,6827,0,6828,0,
6734,1,6932,13767,6928,535500,6929,535500,6929,0,6932,10,
6828,1,7033,0,7028,535500,7030,535500,7029,0,7032,0,
6933,1,7131,153489,7129,1530000,7130,1530000,7129,0,7130,22,
7033,1,7237,12852,7230,510000,7233,510000,7232,0,7236,10,
7131,1,7332,69768,7330,1530000,7331,1530000,7331,0,7332,10,
7237,1,7435,14137,7431,510000,7433,510000,7432,0,7435,11,
7332,1,7535,51734,7532,586500,7533,586500,7533,0,7535,33,
7435,1,7638,34700,7633,510000,7635,510000,7634,0,7638,27,
7536,1,7733,153489,7732,1530000,7733,1530000,7732,0,7733,22,
7639,1,7834,69768,7832,1530000,7833,1530000,7833,0,7834,10,
7733,1,7941,12852,7935,510000,7938,510000,7938,0,7941,10,
7834,1,8042,34700,8034,510000,8036,510000,8035,0,8042,27,
7941,1,8145,48541,8137,561000,8140,561000,8139,0,8144,33,
8042,1,8239,0,8237,1530000,8238,1530000,8238,0,8239,0,
8145,1,8342,0,8339,586500,8340,586500,8340,0,8342,0,
8239,1,8444,34700,8440,510000,8441,510000,8440,0,8443,27,
8343,1,8546,14137,8540,510000,8542,510000,8541,0,8545,11,
8444,1,8645,18337,8640,612000,8642,612000,8641,0,8644,11,
8546,1,8748,23133,8743,510000,8745,510000,8744,0,8748,18,
8645,1,8848,31354,8844,586500,8845,586500,8844,0,8847,20,
8748,1,8945,139765,8944,2295000,8944,2295000,8944,0,8945,10,
8848,1,9045,0,9044,2295000,9044,2295000,9044,0,9045,0,
8945,1,9146,139765,9145,2295000,9145,2295000,9145,0,9146,10,
9045,1,9247,0,9245,2295000,9246,2295000,9246,0,9247,0,
9146,1,9347,139765,9346,2295000,9346,2295000,9346,0,9347,10,
9247,1,9452,0,9447,510000,9449,510000,9448,0,9452,0,
9347,1,9552,16180,9548,561000,9549,561000,9549,0,9552,11,
9453,1,9653,0,9649,510000,9651,510000,9650,0,9653,0,
9552,1,9754,23133,9750,510000,9752,510000,9751,0,9754,18,
9653,1,9860,23133,9851,510000,9855,510000,9853,0,9859,18,
9754,1,9952,153489,9950,1530000,9951,1530000,9951,0,9952,22,
