App,Package,Start Time,Duration,Filename
"System",,"Jun 24, 2018 @ 12:04:44 AM","52 sec","Trepn_2018.06.24_000444.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,35,223624,33,2295000,34,2295000,33,0,35,16,
35,1,135,284278,133,1734000,134,1734000,133,0,135,33,
135,1,237,12852,233,1734000,235,510000,234,0,237,10,
238,1,335,1397655,334,2295000,334,2295000,334,0,335,100,
335,1,435,279531,434,2295000,434,2295000,434,0,435,20,
435,1,535,698827,534,2295000,535,2295000,534,0,535,50,
535,1,636,1397655,634,2295000,635,2295000,635,0,636,100,
636,1,736,279531,735,2295000,735,2295000,735,0,736,20,
736,1,836,1397655,835,2295000,835,2295000,835,0,836,100,
836,1,937,768710,935,2295000,936,2295000,936,0,936,55,
937,1,1038,775306,1036,1734000,1037,1734000,1037,0,1038,90,
1038,1,1153,777484,1137,1632000,1137,1632000,1137,0,1153,100,
1153,1,1241,861451,1239,1734000,1240,1734000,1240,0,1241,100,
1244,1,1343,777484,1341,1632000,1342,1632000,1342,0,1343,100,
1343,1,1442,949579,1440,1836000,1441,1836000,1441,0,1442,100,
1442,1,1542,949579,1541,1836000,1541,1836000,1541,0,1542,100,
1542,1,1642,949579,1641,1836000,1641,1836000,1641,0,1642,100,
1642,1,1742,949579,1741,1836000,1742,1836000,1741,0,1742,100,
1742,1,1843,777484,1842,1632000,1842,1632000,1842,0,1843,100,
1843,1,1946,1290799,1945,2193000,1945,2193000,1945,0,1946,100,
1946,1,2046,1397655,2045,2295000,2046,2295000,2045,0,2046,100,
2046,1,2147,1397655,2145,2295000,2146,2295000,2146,0,2146,100,
2147,1,2247,1397655,2246,2295000,2246,2295000,2246,0,2247,100,
2247,1,2347,1229936,2346,2295000,2346,2295000,2346,0,2347,88,
2347,1,2448,603015,2446,1734000,2447,1734000,2447,0,2448,70,
2448,1,2549,598663,2547,1632000,2548,1632000,2548,0,2549,77,
2549,1,2649,777484,2647,1632000,2648,1632000,2648,0,2649,100,
2649,1,2699,513139,2697,1632000,2698,1632000,2698,0,2699,66,
2700,1,2799,516870,2797,1734000,2798,1734000,2798,0,2799,60,
2799,1,2903,72698,2899,739500,2901,739500,2900,0,2903,33,
2904,1,3000,76744,2998,1530000,2999,1530000,2999,0,3000,11,
3000,1,3102,21228,3099,637500,3100,637500,3100,0,3102,12,
3102,1,3201,188373,3199,1530000,3200,1530000,3200,0,3201,27,
3201,1,3307,13767,3300,535500,3302,535500,3301,0,3306,10,
3307,1,3408,14137,3402,510000,3404,510000,3403,0,3407,11,
3408,1,3506,139536,3504,1530000,3505,1530000,3505,0,3506,20,
3506,1,3606,0,3602,510000,3604,510000,3603,0,3606,0,
3606,1,3707,12852,3703,510000,3704,510000,3704,0,3707,10,
3707,1,3810,13767,3803,535500,3806,535500,3805,0,3810,10,
3811,1,3909,18812,3904,586500,3906,586500,3905,0,3909,12,
3910,1,4005,1290799,4004,2193000,4004,2193000,4004,0,4005,100,
4005,1,4106,188373,4104,1530000,4105,1530000,4105,0,4106,27,
4106,1,4206,251164,4205,1530000,4205,1530000,4205,0,4206,36,
4206,1,4308,188373,4306,1530000,4307,1530000,4307,0,4308,27,
4308,1,4409,23133,4406,510000,4407,510000,4407,0,4409,18,
4409,1,4511,33341,4506,612000,4508,612000,4507,0,4511,20,
4511,1,4608,188373,4606,1530000,4607,1530000,4607,0,4608,27,
4608,1,4711,15144,4707,535500,4709,535500,4708,0,4711,11,
4711,1,4815,12852,4808,510000,4811,510000,4810,0,4814,10,
4816,1,4914,37172,4909,535500,4911,535500,4910,0,4914,27,
4915,1,5010,139536,5009,1530000,5009,1530000,5009,0,5010,20,
5010,1,5110,111628,5109,1530000,5109,1530000,5109,0,5110,16,
5110,1,5214,41220,5210,663000,5211,663000,5211,0,5213,22,
5214,1,5316,188373,5312,510000,5315,1530000,5314,0,5316,27,
5316,1,5412,0,5411,1530000,5411,1530000,5411,0,5412,0,
5412,1,5516,23133,5512,510000,5513,510000,5513,0,5516,18,
5517,1,5616,16521,5612,535500,5614,535500,5613,0,5616,12,
5617,1,5719,12852,5713,510000,5715,510000,5714,0,5718,10,
5719,1,5816,76744,5813,1530000,5814,1530000,5813,0,5816,11,
5817,1,5915,125582,5913,1530000,5914,1530000,5913,0,5915,18,
5915,1,6020,12852,6015,510000,6017,510000,6016,0,6020,10,
6020,1,6137,35381,6117,637500,6119,637500,6118,0,6136,20,
6137,1,6219,826133,6216,1836000,6217,1836000,6217,0,6218,87,
6219,1,6317,283975,6316,2193000,6317,2193000,6317,0,6317,22,
6317,1,6423,0,6418,510000,6420,510000,6419,0,6422,0,
6423,1,6523,0,6519,586500,6520,586500,6520,0,6522,0,
6523,1,6625,13767,6619,535500,6621,535500,6620,0,6625,10,
6626,1,6723,45993,6720,714000,6721,714000,6721,0,6723,22,
6723,1,6826,20563,6821,510000,6822,510000,6822,0,6825,16,
6826,1,6927,28274,6922,510000,6923,510000,6923,0,6926,22,
6927,1,7029,25704,7022,510000,7025,510000,7024,0,7029,20,
7030,1,7133,76744,7129,1530000,7131,1530000,7131,0,7133,11,
7133,1,7226,0,7224,1122000,7225,1122000,7225,0,7226,0,
7226,1,7327,0,7325,1530000,7326,1530000,7325,0,7326,0,
7327,1,7430,0,7426,637500,7427,637500,7427,0,7429,0,
7430,1,7532,11566,7527,510000,7529,510000,7528,0,7531,9,
7532,1,7631,0,7627,510000,7628,510000,7628,0,7631,0,
7631,1,7733,0,7728,510000,7730,510000,7729,0,7733,0,
7733,1,7834,14137,7829,510000,7831,510000,7831,0,7834,11,
7834,1,7935,14137,7930,510000,7932,510000,7931,0,7935,11,
7935,1,8035,29418,8031,561000,8032,561000,8032,0,8035,20,
8035,1,8140,95529,8131,637500,8133,637500,8132,0,8136,54,
8140,1,8233,376747,8231,1530000,8232,1530000,8231,0,8233,54,
8233,1,8333,189519,8332,1734000,8332,1734000,8332,0,8333,22,
8333,1,8441,11566,8433,510000,8436,510000,8435,0,8440,9,
8441,1,8534,139536,8533,1530000,8533,1530000,8533,0,8534,20,
8534,1,8635,188373,8633,1530000,8634,1530000,8634,0,8635,27,
8635,1,8738,0,8734,535500,8736,535500,8735,0,8738,0,
8739,1,8841,12390,8836,535500,8837,535500,8836,0,8840,9,
8841,1,8942,17651,8937,561000,8939,561000,8938,0,8941,12,
8942,1,9041,21948,9037,586500,9039,586500,9038,0,9041,14,
9041,1,9148,265118,9142,1530000,9143,1530000,9143,0,9147,38,
9149,1,9244,76744,9243,1530000,9243,1530000,9243,0,9244,11,
9244,1,9344,104453,9343,1836000,9343,1836000,9343,0,9344,11,
9344,1,9445,0,9444,2295000,9444,2295000,9444,0,9445,0,
9445,1,9545,0,9544,2295000,9545,2295000,9545,0,9545,0,
9545,1,9645,0,9644,2295000,9645,2295000,9645,0,9645,0,
9645,1,9746,0,9745,2295000,9745,2295000,9745,0,9746,0,
9746,1,9847,0,9846,2295000,9846,2295000,9846,0,9847,0,
9847,1,9947,125788,9946,2295000,9947,2295000,9946,0,9947,9,
9947,1,10048,0,10047,2295000,10047,2295000,10047,0,10048,0,
10048,1,10148,153742,10147,2295000,10148,2295000,10148,0,10148,11,
10148,1,10248,279531,10247,2295000,10248,2295000,10248,0,10248,20,
10248,1,10348,139765,10348,2295000,10348,2295000,10348,0,10348,10,
10348,1,10452,28274,10449,510000,10450,510000,10450,0,10452,22,
10453,1,10550,174420,10548,1530000,10549,1530000,10549,0,10550,25,
10550,1,10653,28274,10649,510000,10651,510000,10650,0,10653,22,
10653,1,10754,31843,10750,637500,10751,637500,10751,0,10754,18,
10754,1,10856,34700,10851,510000,10853,510000,10852,0,10855,27,
10856,1,10955,14137,10951,510000,10952,510000,10952,0,10955,11,
10955,1,11053,76744,11051,1530000,11052,1530000,11051,0,11053,11,
11053,1,11152,139536,11151,1530000,11152,1530000,11151,0,11152,20,
11152,1,11253,0,11252,1530000,11252,1530000,11252,0,11253,0,
11253,1,11356,28218,11353,586500,11354,586500,11354,0,11356,18,
11357,1,11454,69768,11453,1530000,11453,1530000,11453,0,11454,10,
11454,1,11560,15144,11554,535500,11557,535500,11556,0,11560,11,
11561,1,11660,25704,11654,510000,11656,510000,11655,0,11660,20,
11661,1,11760,12852,11755,510000,11757,510000,11756,0,11759,10,
11760,1,11859,21228,11856,637500,11857,637500,11857,0,11859,12,
11859,1,11964,32130,11957,510000,11960,510000,11959,0,11963,25,
11964,1,12061,0,12057,510000,12059,510000,12058,0,12061,0,
12061,1,12158,251164,12157,1530000,12157,1530000,12157,0,12158,36,
12158,1,12259,69768,12257,1530000,12258,1530000,12258,0,12259,10,
12259,1,12363,16670,12358,612000,12360,612000,12359,0,12362,10,
12363,1,12461,125582,12459,1530000,12460,1530000,12459,0,12461,18,
12461,1,12577,23133,12565,510000,12572,510000,12568,0,12577,18,
12578,1,12663,48465,12660,739500,12662,739500,12661,0,12663,22,
12664,1,12765,15422,12761,510000,12762,510000,12762,0,12765,12,
12765,1,12863,125582,12861,1530000,12862,1530000,12862,0,12863,18,
12863,1,12967,69768,12963,510000,12965,1530000,12964,0,12966,10,
12967,1,13066,69768,13063,1530000,13063,1530000,13063,0,13065,10,
13067,1,13166,306979,13164,1530000,13165,1530000,13164,0,13166,44,
13166,1,13269,0,13265,790500,13267,790500,13266,0,13268,0,
13269,1,13367,125582,13365,1530000,13366,1530000,13366,0,13367,18,
13367,1,13469,0,13466,535500,13467,535500,13466,0,13469,0,
13470,1,13569,11566,13566,510000,13567,510000,13566,0,13569,9,
13569,1,13671,0,13667,510000,13668,510000,13667,0,13670,0,
13671,1,13772,23133,13768,510000,13769,510000,13769,0,13772,18,
13772,1,13877,14137,13869,510000,13871,510000,13870,0,13877,11,
13877,1,13974,32130,13969,510000,13971,510000,13970,0,13973,25,
13974,1,14075,42411,14070,510000,14072,510000,14071,0,14074,33,
14075,1,14173,383724,14170,1530000,14171,1530000,14171,0,14173,55,
14173,1,14275,12852,14271,510000,14272,510000,14271,0,14274,10,
14275,1,14376,0,14372,586500,14374,586500,14373,0,14376,0,
14376,1,14477,12852,14473,510000,14475,510000,14474,0,14477,10,
14478,1,14579,12852,14575,510000,14577,510000,14576,0,14579,10,
14579,1,14684,23133,14675,510000,14678,510000,14676,0,14683,18,
14684,1,14782,46267,14777,510000,14779,510000,14778,0,14781,36,
14782,1,14880,14137,14876,510000,14877,510000,14877,0,14880,11,
14880,1,14981,0,14976,510000,14978,510000,14977,0,14980,0,
14981,1,15081,17690,15077,637500,15079,637500,15078,0,15081,10,
15082,1,15184,208907,15182,1836000,15183,1836000,15183,0,15184,22,
15184,1,15287,58379,15283,637500,15285,637500,15284,0,15287,33,
15287,1,15389,26476,15383,510000,15385,561000,15385,0,15389,18,
15389,1,15497,14137,15490,510000,15493,510000,15491,0,15497,11,
15498,1,15588,835362,15586,2014500,15587,2014500,15587,0,15588,75,
15588,1,15687,0,15686,2295000,15686,2295000,15686,0,15687,0,
15687,1,15791,35381,15787,637500,15788,637500,15788,0,15790,20,
15791,1,15896,11566,15888,510000,15892,510000,15890,0,15895,9,
15896,1,15989,139536,15987,1530000,15988,1530000,15988,0,15989,20,
15989,1,16094,30007,16088,612000,16092,612000,16091,0,16094,18,
16095,1,16190,388742,16188,1632000,16189,1632000,16189,0,16190,50,
16190,1,16293,20563,16289,510000,16291,510000,16290,0,16293,16,
16293,1,16394,33341,16390,612000,16391,612000,16391,0,16393,20,
16394,1,16495,20563,16490,510000,16492,510000,16491,0,16495,16,
16495,1,16597,15144,16591,535500,16593,535500,16592,0,16596,11,
16597,1,16692,0,16691,1530000,16692,1530000,16691,0,16692,0,
16692,1,16797,15677,16793,586500,16794,586500,16794,0,16797,10,
16797,1,16898,25704,16894,510000,16896,510000,16895,0,16898,20,
16899,1,17001,12852,16995,510000,16997,510000,16995,0,17001,10,
17002,1,17105,0,17097,510000,17100,510000,17098,0,17104,0,
17105,1,17197,279072,17195,1530000,17196,1530000,17196,0,17197,40,
17197,1,17301,0,17297,510000,17298,510000,17298,0,17301,0,
17301,1,17398,0,17397,1530000,17397,1530000,17397,0,17398,0,
17398,1,17498,139536,17497,1530000,17498,1530000,17497,0,17498,20,
17498,1,17608,11566,17598,510000,17603,510000,17600,0,17608,9,
17608,1,17703,25704,17699,510000,17701,510000,17700,0,17703,20,
17704,1,17805,0,17800,510000,17802,510000,17801,0,17804,0,
17805,1,17906,0,17901,510000,17902,510000,17902,0,17905,0,
17906,1,18002,76744,18001,1530000,18001,1530000,18001,0,18002,11,
18002,1,18106,34700,18102,510000,18103,510000,18103,0,18106,27,
18106,1,18205,230234,18203,1530000,18204,1530000,18204,0,18205,33,
18205,1,18258,20563,18254,510000,18256,510000,18255,0,18258,16,
18258,1,18359,47764,18355,637500,18357,637500,18357,0,18359,27,
18360,1,18459,20005,18455,612000,18457,612000,18456,0,18458,12,
18459,1,18564,11566,18558,510000,18561,510000,18560,0,18564,9,
18565,1,18664,23133,18657,510000,18661,510000,18660,0,18663,18,
18664,1,18767,25704,18758,510000,18764,510000,18763,0,18767,20,
18767,1,18860,139536,18858,1530000,18859,1530000,18858,0,18860,20,
18860,1,18967,12852,18960,510000,18961,510000,18961,0,18967,10,
18968,1,19066,32130,19060,510000,19064,510000,19063,0,19066,25,
19067,1,19161,174420,19160,1530000,19160,1530000,19160,0,19161,25,
19161,1,19261,69768,19260,1530000,19260,1530000,19260,0,19261,10,
19261,1,19366,12852,19361,510000,19363,510000,19362,0,19365,10,
19366,1,19463,69768,19461,1530000,19462,1530000,19461,0,19463,10,
19463,1,19584,32130,19563,510000,19571,510000,19567,0,19581,25,
19584,1,19664,83721,19663,1530000,19663,1530000,19663,0,19664,12,
19664,1,19769,34700,19764,510000,19765,510000,19765,0,19768,27,
19769,1,19868,20005,19865,612000,19866,612000,19866,0,19868,12,
19868,1,19968,125582,19965,1530000,19966,1530000,19965,0,19967,18,
19968,1,20066,116171,20065,2193000,20065,2193000,20065,0,20066,9,
20066,1,20167,419296,20166,2295000,20166,2295000,20166,0,20167,30,
20167,1,20268,698827,20267,2295000,20267,2295000,20267,0,20268,50,
20268,1,20368,1257889,20367,2295000,20368,2295000,20367,0,20368,90,
20368,1,20468,0,20467,2295000,20468,2295000,20468,0,20468,0,
20468,1,20569,0,20568,2295000,20568,2295000,20568,0,20569,0,
20569,1,20670,0,20669,2295000,20669,2295000,20669,0,20670,0,
20670,1,20770,0,20769,2295000,20770,2295000,20770,0,20770,0,
20770,1,20871,0,20870,2295000,20870,2295000,20870,0,20871,0,
20871,1,20976,10281,20971,510000,20972,510000,20972,0,20975,8,
20977,1,21073,0,21071,1530000,21072,1530000,21072,0,21072,0,
21073,1,21186,342093,21180,1632000,21181,1632000,21181,0,21184,44,
21187,1,21282,0,21280,1530000,21281,1530000,21280,0,21282,0,
21282,1,21383,69768,21381,1530000,21382,1530000,21381,0,21383,10,
21383,1,21485,0,21481,586500,21483,586500,21482,0,21484,0,
21485,1,21589,0,21583,612000,21585,612000,21584,0,21588,0,
21589,1,21691,16521,21683,535500,21685,535500,21684,0,21690,12,
21691,1,21791,48541,21785,561000,21787,561000,21786,0,21790,33,
21791,1,21891,11566,21886,510000,21888,510000,21887,0,21890,9,
21891,1,21991,34700,21986,510000,21988,510000,21987,0,21991,27,
21992,1,22087,76744,22086,1530000,22086,1530000,22086,0,22087,11,
22087,1,22187,139536,22186,1530000,22187,1530000,22186,0,22187,20,
22187,1,22291,14137,22288,510000,22289,510000,22289,0,22291,11,
22292,1,22397,0,22390,510000,22392,510000,22391,0,22396,0,
22397,1,22493,14137,22489,510000,22490,510000,22490,0,22493,11,
22493,1,22591,139536,22589,1530000,22590,1530000,22589,0,22591,20,
22591,1,22690,0,22689,1530000,22690,1530000,22689,0,22690,0,
22690,1,22795,19459,22790,637500,22792,637500,22791,0,22794,11,
22795,1,22891,69768,22890,1530000,22891,1530000,22890,0,22891,10,
22891,1,22992,0,22990,1530000,22991,1530000,22991,0,22992,0,
22992,1,23096,24781,23092,535500,23093,535500,23093,0,23096,18,
23096,1,23199,418607,23197,1530000,23198,1530000,23197,0,23199,60,
23199,1,23300,0,23296,561000,23297,561000,23297,0,23300,0,
23300,1,23400,37172,23396,535500,23398,535500,23397,0,23400,27,
23400,1,23501,38919,23497,637500,23499,637500,23498,0,23501,22,
23502,1,23599,251164,23597,1530000,23598,1530000,23598,0,23599,36,
23599,1,23702,0,23698,510000,23700,510000,23699,0,23702,0,
23702,1,23800,125582,23798,1530000,23799,1530000,23799,0,23800,18,
23800,1,23900,76744,23899,1530000,23899,1530000,23899,0,23900,11,
23900,1,24004,14137,24000,510000,24001,510000,24001,0,24003,11,
24004,1,24112,11566,24101,510000,24103,510000,24102,0,24112,9,
24113,1,24203,903559,24202,2193000,24202,2193000,24202,0,24203,70,
24203,1,24307,34700,24302,510000,24305,510000,24303,0,24307,27,
24308,1,24412,12852,24403,510000,24405,510000,24404,0,24411,10,
24412,1,24506,25704,24503,510000,24504,510000,24504,0,24506,20,
24507,1,24608,14137,24604,510000,24605,510000,24605,0,24608,11,
