App,Package,Start Time,Duration,Filename
"System",,"Jun 23, 2018 @ 10:59:53 PM","51 sec","Trepn_2018.06.23_225953.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,32,209648,31,2295000,31,2295000,31,0,32,15,
32,1,82,344580,81,1734000,81,1734000,81,0,82,40,
82,1,182,344580,181,1734000,182,1734000,181,0,182,40,
182,1,283,439538,281,1530000,282,1530000,282,0,283,63,
283,1,383,0,382,2295000,382,2295000,382,0,383,0,
383,1,483,251577,482,2295000,482,2295000,482,0,483,18,
483,1,583,251577,582,2295000,582,2295000,582,0,583,18,
583,1,683,251577,682,2295000,683,2295000,682,0,683,18,
683,1,835,230234,833,1530000,834,1530000,834,0,835,33,
835,1,884,569747,883,1836000,884,1836000,883,0,884,60,
885,1,985,1397655,983,2295000,984,2295000,984,0,985,100,
985,1,1085,1397655,1084,2295000,1084,2295000,1084,0,1084,100,
1085,1,1186,777484,1184,1632000,1185,1632000,1185,0,1186,100,
1186,1,1287,777484,1285,1632000,1286,1632000,1285,0,1287,100,
1287,1,1387,861451,1385,1734000,1386,1734000,1386,0,1387,100,
1387,1,1487,861451,1486,1734000,1486,1734000,1486,0,1487,100,
1487,1,1587,949579,1586,1836000,1586,1836000,1586,0,1587,100,
1587,1,1690,949579,1688,1836000,1689,1836000,1689,0,1690,100,
1690,1,1789,861451,1788,1734000,1788,1734000,1788,0,1789,100,
1789,1,1890,777484,1888,1632000,1889,1632000,1889,0,1890,100,
1890,1,1990,861451,1988,1734000,1989,1734000,1989,0,1990,100,
1990,1,2091,949579,2089,1836000,2089,1836000,2089,0,2091,100,
2091,1,2191,949579,2189,1836000,2190,1836000,2189,0,2190,100,
2191,1,2290,1290799,2289,2193000,2290,2193000,2290,0,2290,100,
2290,1,2391,1397655,2389,2295000,2390,2295000,2390,0,2391,100,
2391,1,2492,861451,2491,1734000,2491,1734000,2491,0,2492,100,
2492,1,2592,861451,2591,1734000,2592,1734000,2591,0,2592,100,
2592,1,2692,949579,2691,1836000,2692,1836000,2691,0,2692,100,
2692,1,2793,861451,2792,1734000,2792,1734000,2792,0,2793,100,
2793,1,2893,861451,2892,1734000,2892,1734000,2892,0,2893,100,
2893,1,2993,775306,2992,1734000,2993,1734000,2992,0,2993,90,
2993,1,3094,284278,3092,1734000,3093,1734000,3093,0,3094,33,
3094,1,3194,170924,3193,1836000,3193,1836000,3193,0,3194,18,
3194,1,3300,11566,3295,510000,3297,510000,3296,0,3299,9,
3300,1,3396,0,3394,1530000,3395,1530000,3394,0,3395,0,
3396,1,3499,0,3495,637500,3496,637500,3496,0,3498,0,
3499,1,3600,12852,3596,510000,3598,510000,3597,0,3600,10,
3601,1,3710,11566,3697,510000,3699,510000,3698,0,3708,9,
3710,1,3797,83721,3796,1530000,3796,1530000,3796,0,3797,12,
3797,1,3897,683697,3896,1836000,3897,1836000,3896,0,3897,72,
3897,1,3998,614968,3997,2295000,3997,2295000,3997,0,3997,44,
3998,1,4098,139765,4097,2295000,4098,2295000,4097,0,4098,10,
4098,1,4199,153489,4198,1530000,4198,1530000,4198,0,4199,22,
4199,1,4299,0,4298,1530000,4299,1530000,4299,0,4299,0,
4300,1,4400,0,4399,1836000,4400,1836000,4399,0,4400,0,
4400,1,4501,125582,4499,1530000,4500,1530000,4500,0,4501,18,
4501,1,4607,0,4601,510000,4602,510000,4602,0,4607,0,
4608,1,4706,12852,4702,510000,4704,510000,4703,0,4706,10,
4707,1,4807,14137,4803,510000,4804,510000,4804,0,4807,11,
4807,1,4912,26476,4903,561000,4907,561000,4905,0,4912,18,
4913,1,5006,125582,5003,1530000,5004,1530000,5004,0,5005,18,
5006,1,5105,230234,5104,1530000,5104,1530000,5104,0,5105,33,
5105,1,5209,12852,5205,510000,5206,510000,5206,0,5209,10,
5209,1,5311,0,5306,510000,5307,510000,5307,0,5311,0,
5311,1,5410,34700,5406,510000,5408,510000,5407,0,5410,27,
5410,1,5512,25704,5507,510000,5509,510000,5508,0,5511,20,
5512,1,5610,139536,5608,1530000,5609,1530000,5608,0,5610,20,
