device,subject,browser,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%]
nexus7,httpfewvunlktn470androidindex8html,comandroidchrome,128647.63576842987,1.0,1023800.535999049,0.0,1029371.6184026902,18.852293409791624
