App,Package,Start Time,Duration,Filename
"System",,"Jun 22, 2018 @ 03:11:59 PM","1 min 47 sec","Trepn_2018.06.22_151159.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
2,1,2,167718,0,2295000,1,2295000,1,0,2,12,
18,1,105,628944,103,2295000,104,2295000,104,0,104,45,
105,1,205,189519,204,1734000,204,1734000,204,0,205,22,
205,1,306,569747,304,1836000,305,1836000,305,0,306,60,
306,1,406,1397655,405,2295000,405,2295000,405,0,406,100,
406,1,506,1397655,505,2295000,505,2295000,505,0,506,100,
506,1,656,1397655,655,2295000,656,2295000,656,0,656,100,
657,1,758,1397655,755,2295000,756,2295000,756,0,757,100,
758,1,857,1257889,856,2295000,857,2295000,856,0,857,90,
857,1,907,1160053,906,2295000,907,2295000,907,0,907,83,
907,1,1009,1397655,1008,2295000,1008,2295000,1008,0,1009,100,
1009,1,1109,1397655,1108,2295000,1109,2295000,1109,0,1109,100,
1109,1,1210,1397655,1209,2295000,1209,2295000,1209,0,1210,100,
1210,1,1310,1397655,1309,2295000,1309,2295000,1309,0,1310,100,
1310,1,1413,1397655,1409,2295000,1410,2295000,1410,0,1413,100,
1413,1,1512,1397655,1511,2295000,1511,2295000,1511,0,1512,100,
1512,1,1612,1397655,1611,2295000,1611,2295000,1611,0,1612,100,
1612,1,1712,1397655,1711,2295000,1711,2295000,1711,0,1712,100,
1712,1,1812,1397655,1811,2295000,1811,2295000,1811,0,1812,100,
1812,1,1915,1397655,1914,2295000,1915,2295000,1915,0,1915,100,
1916,1,2016,1069295,2015,2091000,2015,2091000,2015,0,2016,90,
2016,1,2116,1397655,2115,2295000,2116,2295000,2115,0,2116,100,
2116,1,2217,1229936,2215,2295000,2216,2295000,2216,0,2217,88,
2217,1,2317,1076194,2316,2295000,2316,2295000,2316,0,2317,77,
2317,1,2420,28274,2417,510000,2418,510000,2417,0,2420,22,
2421,1,2522,34700,2517,510000,2519,510000,2518,0,2522,27,
2522,1,2622,230234,2620,1530000,2621,1530000,2621,0,2622,33,
2622,1,2723,0,2718,510000,2720,510000,2719,0,2723,0,
2724,1,2820,0,2818,1530000,2819,1530000,2819,0,2820,0,
2820,1,2920,69768,2919,1530000,2919,1530000,2919,0,2920,10,
2920,1,3023,12852,3019,510000,3021,510000,3020,0,3023,10,
3023,1,3127,14137,3121,510000,3123,510000,3122,0,3126,11,
3127,1,3222,188373,3221,1530000,3222,1530000,3221,0,3222,27,
3222,1,3326,27535,3322,535500,3324,535500,3323,0,3326,20,
3327,1,3427,41303,3423,535500,3424,535500,3424,0,3426,30,
3427,1,3527,25704,3523,510000,3525,510000,3524,0,3527,20,
3528,1,3633,251164,3626,1530000,3629,1530000,3628,0,3633,36,
3633,1,3729,34700,3725,510000,3726,510000,3726,0,3729,27,
3729,1,3829,16180,3825,561000,3827,561000,3826,0,3829,11,
3829,1,3928,306979,3925,1530000,3926,1530000,3926,0,3927,44,
3928,1,4027,85462,4025,1836000,4026,1836000,4026,0,4027,9,
