App,Package,Start Time,Duration,Filename
"System",,"Jun 22, 2018 @ 02:58:57 PM","1 min 47 sec","Trepn_2018.06.22_145857.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
3,1,3,195671,0,2295000,2,2295000,2,0,3,14,
20,1,104,698827,102,2295000,103,2295000,103,0,103,50,
104,1,204,307484,203,2295000,203,2295000,203,0,204,22,
204,1,305,379831,303,1836000,304,1836000,304,0,305,40,
305,1,406,279531,404,2295000,405,2295000,405,0,406,20,
406,1,506,139765,505,2295000,505,2295000,505,0,506,10,
506,1,606,139765,605,2295000,605,2295000,605,0,606,10,
606,1,706,125788,705,2295000,705,2295000,705,0,706,9,
706,1,806,0,805,2295000,806,2295000,805,0,806,0,
806,1,909,768710,905,2295000,906,2295000,906,0,909,55,
909,1,1009,1397655,1007,2295000,1008,2295000,1007,0,1008,100,
1009,1,1110,1397655,1108,2295000,1109,2295000,1109,0,1109,100,
1110,1,1210,1397655,1208,2295000,1209,2295000,1209,0,1210,100,
1210,1,1310,1397655,1309,2295000,1309,2295000,1309,0,1310,100,
1310,1,1410,1397655,1409,2295000,1410,2295000,1409,0,1410,100,
1410,1,1518,1397655,1517,2295000,1517,2295000,1517,0,1518,100,
1518,1,1618,1397655,1617,2295000,1617,2295000,1617,0,1618,100,
1618,1,1718,1397655,1717,2295000,1718,2295000,1717,0,1718,100,
1718,1,1819,1397655,1818,2295000,1818,2295000,1818,0,1819,100,
1819,1,1920,1118124,1918,2295000,1919,2295000,1919,0,1920,80,
1920,1,2019,1076194,2018,2295000,2019,2295000,2019,0,2019,77,
2019,1,2120,1118124,2119,2295000,2119,2295000,2119,0,2120,80,
2120,1,2220,1397655,2219,2295000,2219,2295000,2219,0,2220,100,
2220,1,2320,307484,2319,2295000,2319,2295000,2319,0,2320,22,
2320,1,2420,139765,2419,2295000,2420,2295000,2420,0,2420,10,
2420,1,2521,313955,2520,1530000,2520,1530000,2520,0,2521,45,
2521,1,2625,0,2621,535500,2622,535500,2622,0,2624,0,
2625,1,2726,0,2722,510000,2724,510000,2723,0,2726,0,
2726,1,2829,12852,2823,510000,2826,510000,2824,0,2829,10,
2830,1,2924,0,2923,1530000,2923,1530000,2923,0,2924,0,
2925,1,3029,14709,3024,561000,3027,561000,3026,0,3029,10,
3030,1,3125,0,3124,1530000,3124,1530000,3124,0,3125,0,
3125,1,3226,230234,3224,1530000,3225,1530000,3225,0,3226,33,
3226,1,3330,23133,3325,510000,3327,510000,3326,0,3330,18,
3331,1,3434,27535,3428,535500,3430,535500,3429,0,3434,20,
3435,1,3532,46267,3527,510000,3529,510000,3528,0,3531,36,
3532,1,3632,27535,3628,535500,3629,535500,3629,0,3632,20,
3633,1,3735,0,3730,510000,3732,510000,3731,0,3734,0,
3735,1,3830,76744,3828,1530000,3829,1530000,3829,0,3829,11,
3830,1,3930,189915,3929,1836000,3929,1836000,3929,0,3930,20,
3930,1,4030,0,4029,2193000,4029,2193000,4029,0,4030,0,
