App,Package,Start Time,Duration,Filename
"System",,"Jun 26, 2018 @ 07:38:26 AM","4 min 2 sec","Trepn_2018.06.26_073826.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,34,237601,33,2295000,34,2295000,34,0,34,17,
35,1,135,419296,133,2295000,134,2295000,134,0,134,30,
135,1,235,377366,234,2295000,234,2295000,234,0,235,27,
235,1,336,1069295,335,2091000,335,2091000,335,0,336,90,
336,1,436,1397655,435,2295000,435,2295000,435,0,436,100,
436,1,536,1397655,535,2295000,536,2295000,535,0,536,100,
536,1,637,1397655,635,2295000,636,2295000,636,0,636,100,
637,1,737,1397655,736,2295000,736,2295000,736,0,737,100,
737,1,838,698827,837,2295000,837,2295000,837,0,838,50,
838,1,888,838593,887,2295000,887,2295000,887,0,888,60,
888,1,989,1257889,988,2295000,988,2295000,988,0,989,90,
989,1,1089,1397655,1088,2295000,1088,2295000,1088,0,1089,100,
1089,1,1189,1397655,1188,2295000,1189,2295000,1189,0,1189,100,
1189,1,1289,1397655,1288,2295000,1289,2295000,1289,0,1289,100,
1289,1,1392,1397655,1391,2295000,1392,2295000,1391,0,1392,100,
1392,1,1493,1397655,1491,2295000,1492,2295000,1492,0,1493,100,
1493,1,1593,1397655,1592,2295000,1592,2295000,1592,0,1593,100,
1593,1,1693,1397655,1692,2295000,1692,2295000,1692,0,1693,100,
1693,1,1793,1397655,1792,2295000,1792,2295000,1792,0,1793,100,
1793,1,1899,1397655,1897,2295000,1898,2295000,1897,0,1899,100,
1899,1,1998,1257889,1997,2295000,1998,2295000,1998,0,1998,90,
1998,1,2099,978358,2097,2295000,2098,2295000,2098,0,2099,70,
2099,1,2199,698827,2198,2295000,2198,2295000,2198,0,2199,50,
2199,1,2300,62791,2298,1530000,2299,1530000,2299,0,2300,9,
2300,1,2401,306979,2399,1530000,2400,1530000,2399,0,2400,44,
2401,1,2510,25704,2500,510000,2505,510000,2501,0,2509,20,
2510,1,2607,15422,2601,510000,2603,510000,2603,0,2606,12,
2608,1,2703,0,2701,1530000,2702,1530000,2702,0,2703,0,
2703,1,2807,32130,2802,510000,2804,510000,2803,0,2807,25,
2807,1,2908,14137,2903,510000,2905,510000,2904,0,2907,11,
2908,1,3008,25704,3004,510000,3006,510000,3005,0,3008,20,
3009,1,3111,23133,3104,510000,3106,510000,3105,0,3111,18,
3111,1,3210,43896,3205,586500,3207,586500,3206,0,3209,28,
3210,1,3312,25704,3306,510000,3309,510000,3308,0,3312,20,
3313,1,3408,418607,3406,1530000,3407,1530000,3406,0,3408,60,
3408,1,3513,25704,3508,510000,3510,510000,3509,0,3512,20,
3513,1,3609,0,3608,1530000,3608,1530000,3608,0,3609,0,
3609,1,3713,14137,3709,510000,3710,510000,3710,0,3713,11,
3713,1,3814,0,3810,586500,3811,586500,3811,0,3813,0,
3814,1,3912,230234,3910,1530000,3911,1530000,3911,0,3912,33,
3912,1,4011,0,4010,2295000,4010,2295000,4010,0,4011,0,
4011,1,4111,0,4110,2295000,4110,2295000,4110,0,4111,0,
4111,1,4211,0,4210,2295000,4211,2295000,4210,0,4211,0,
4211,1,4315,38919,4311,637500,4313,637500,4312,0,4315,22,
4315,1,4413,76744,4411,1530000,4412,1530000,4411,0,4413,11,
4413,1,4520,60308,4513,561000,4516,561000,4515,0,4519,41,
4521,1,4622,34489,4619,586500,4620,586500,4620,0,4622,22,
4622,1,4720,76744,4719,1530000,4719,1530000,4719,0,4720,11,
4720,1,4823,21228,4819,637500,4821,637500,4820,0,4823,12,
4823,1,4924,58379,4920,637500,4921,637500,4921,0,4923,33,
4924,1,5027,12852,5021,510000,5023,510000,5023,0,5027,10,
5028,1,5126,30288,5122,535500,5123,535500,5122,0,5126,22,
5126,1,5229,53071,5223,637500,5224,637500,5223,0,5229,30,
5229,1,5324,139536,5323,1530000,5323,1530000,5323,0,5324,20,
5324,1,5424,76744,5423,1530000,5423,1530000,5423,0,5424,11,
5424,1,5529,32130,5524,510000,5526,510000,5525,0,5529,25,
5529,1,5640,23133,5625,510000,5630,510000,5626,0,5640,18,
5641,1,5726,0,5725,1530000,5725,1530000,5725,0,5726,0,
5726,1,5832,23133,5826,510000,5829,510000,5828,0,5832,18,
5832,1,5932,15144,5927,535500,5930,535500,5929,0,5932,11,
5932,1,6033,0,6028,510000,6030,510000,6029,0,6033,0,
6033,1,6130,76744,6128,1530000,6129,1530000,6129,0,6130,11,
6131,1,6230,76744,6228,1530000,6229,1530000,6229,0,6230,11,
6230,1,6331,62791,6329,1530000,6330,1530000,6329,0,6331,9,
6331,1,6431,76744,6429,1530000,6430,1530000,6429,0,6430,11,
6431,1,6534,25497,6530,765000,6532,765000,6530,0,6534,11,
6534,1,6635,16521,6631,535500,6632,535500,6632,0,6635,12,
6636,1,6732,153489,6730,1530000,6731,1530000,6731,0,6732,22,
6732,1,6836,0,6832,561000,6833,561000,6833,0,6836,0,
6836,1,6937,33341,6932,612000,6934,612000,6933,0,6937,20,
6938,1,7040,38556,7033,510000,7035,510000,7034,0,7039,30,
7040,1,7138,16180,7133,561000,7135,561000,7134,0,7138,11,
7138,1,7234,69768,7233,1530000,7234,1530000,7233,0,7234,10,
7234,1,7336,76744,7334,1530000,7335,1530000,7334,0,7336,11,
7336,1,7436,33314,7434,969000,7435,969000,7435,0,7436,10,
7436,1,7538,0,7535,637500,7536,637500,7536,0,7538,0,
7538,1,7644,0,7636,510000,7639,510000,7637,0,7643,0,
7644,1,7740,47031,7736,586500,7738,586500,7737,0,7740,30,
7740,1,7841,18337,7837,612000,7838,612000,7838,0,7840,11,
7841,1,7939,125582,7937,1530000,7938,1530000,7938,0,7939,18,
7939,1,8045,23133,8038,510000,8041,510000,8040,0,8044,18,
8045,1,8139,188373,8138,1530000,8138,1530000,8138,0,8139,27,
8139,1,8243,0,8239,535500,8240,535500,8240,0,8243,0,
8243,1,8348,28274,8339,510000,8341,510000,8340,0,8348,22,
