App,Package,Start Time,Duration,Filename
"System",,"Jun 20, 2018 @ 10:15:02 PM","1 min 2 sec","Trepn_2018.06.20_221502.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,21,265554,20,2295000,20,2295000,20,0,21,19,
21,1,121,628944,120,2295000,120,2295000,120,0,121,45,
121,1,225,12852,221,510000,222,510000,222,0,225,10,
225,1,323,237394,321,1836000,322,1836000,322,0,323,25,
323,1,423,768710,421,2295000,422,2295000,422,0,423,55,
423,1,523,1397655,522,2295000,522,2295000,522,0,523,100,
523,1,623,1397655,622,2295000,622,2295000,622,0,623,100,
623,1,723,1397655,722,2295000,723,2295000,722,0,723,100,
723,1,824,1257889,822,2295000,823,2295000,823,0,824,90,
824,1,927,1397655,926,2295000,926,2295000,926,0,927,100,
927,1,1028,1397655,1026,2295000,1027,2295000,1027,0,1027,100,
1028,1,1128,1397655,1127,2295000,1127,2295000,1127,0,1128,100,
1128,1,1229,1397655,1227,2295000,1228,2295000,1228,0,1228,100,
1229,1,1329,1397655,1328,2295000,1328,2295000,1328,0,1329,100,
1329,1,1429,1397655,1428,2295000,1429,2295000,1429,0,1429,100,
1429,1,1530,1397655,1529,2295000,1529,2295000,1529,0,1530,100,
1530,1,1632,1397655,1630,2295000,1631,2295000,1631,0,1632,100,
1632,1,1733,1397655,1732,2295000,1732,2295000,1732,0,1733,100,
1733,1,1834,1397655,1832,2295000,1833,2295000,1833,0,1834,100,
1834,1,1934,1397655,1933,2295000,1933,2295000,1933,0,1934,100,
1934,1,2034,1397655,2033,2295000,2033,2295000,2033,0,2034,100,
2034,1,2135,1397655,2133,2295000,2134,2295000,2134,0,2135,100,
2135,1,2244,1397655,2237,2295000,2237,2295000,2237,0,2244,100,
2244,1,2338,1397655,2334,2295000,2337,2295000,2336,0,2338,100,
2338,1,2436,1397655,2435,2295000,2435,2295000,2435,0,2436,100,
2436,1,2537,1397655,2535,2295000,2536,2295000,2536,0,2536,100,
2537,1,2637,1397655,2636,2295000,2636,2295000,2636,0,2637,100,
2637,1,2737,1397655,2736,2295000,2736,2295000,2736,0,2737,100,
2737,1,2837,1397655,2836,2295000,2837,2295000,2836,0,2837,100,
2837,1,2939,1397655,2938,2295000,2938,2295000,2938,0,2939,100,
2939,1,3039,1397655,3038,2295000,3038,2295000,3038,0,3039,100,
3039,1,3140,1397655,3139,2295000,3139,2295000,3139,0,3139,100,
3140,1,3240,1397655,3239,2295000,3239,2295000,3239,0,3240,100,
3240,1,3340,1397655,3339,2295000,3339,2295000,3339,0,3340,100,
3340,1,3440,1397655,3439,2295000,3440,2295000,3440,0,3440,100,
3440,1,3541,1397655,3540,2295000,3540,2295000,3540,0,3541,100,
3541,1,3641,1397655,3640,2295000,3640,2295000,3640,0,3641,100,
3641,1,3742,1397655,3740,2295000,3741,2295000,3741,0,3741,100,
3742,1,3844,1397655,3842,2295000,3844,2295000,3843,0,3844,100,
3844,1,3946,1397655,3944,2295000,3945,2295000,3944,0,3946,100,
3946,1,4045,1397655,4044,2295000,4045,2295000,4045,0,4045,100,
4045,1,4146,1397655,4145,2295000,4145,2295000,4145,0,4146,100,
4147,1,4246,1397655,4245,2295000,4245,2295000,4245,0,4246,100,
4246,1,4346,1397655,4345,2295000,4346,2295000,4345,0,4346,100,
4346,1,4448,1397655,4446,2295000,4446,2295000,4446,0,4448,100,
4448,1,4547,1397655,4546,2295000,4546,2295000,4546,0,4547,100,
4547,1,4647,1397655,4646,2295000,4647,2295000,4646,0,4647,100,
4647,1,4748,1397655,4747,2295000,4747,2295000,4747,0,4748,100,
4748,1,4849,1397655,4847,2295000,4847,2295000,4847,0,4849,100,
4849,1,4949,1397655,4947,2295000,4947,2295000,4947,0,4949,100,
4949,1,5049,1397655,5047,2295000,5048,2295000,5048,0,5048,100,
5049,1,5150,1397655,5148,2295000,5148,2295000,5148,0,5149,100,
5150,1,5249,768710,5248,2295000,5248,2295000,5248,0,5249,55,
5249,1,5349,0,5348,2295000,5349,2295000,5349,0,5349,0,
5350,1,5452,768710,5450,2295000,5450,2295000,5450,0,5451,55,
5452,1,5552,838593,5551,2295000,5552,2295000,5552,0,5552,60,
5553,1,5653,768710,5651,2295000,5652,2295000,5652,0,5653,55,
5653,1,5757,1229936,5751,2295000,5756,2295000,5756,0,5757,88,
