device,subject,browser,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%]
nexus7,httpsadhiviraptgithubio,comandroidchrome,122513.17980305037,1.0,1039296.2609487154,0.0,1045085.8002542118,21.338085008525457
