App,Package,Start Time,Duration,Filename
"System",,"Jun 23, 2018 @ 09:48:12 PM","51 sec","Trepn_2018.06.23_214812.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
1,1,1,223624,0,2295000,0,2295000,0,0,1,16,
5,1,104,258141,102,1530000,103,1530000,103,0,104,37,
104,1,204,155496,203,1632000,203,1632000,203,0,204,20,
204,1,304,313361,303,1836000,304,1836000,303,0,304,33,
304,1,405,754733,403,2295000,404,2295000,404,0,404,54,
405,1,505,153742,503,2295000,504,2295000,504,0,505,11,
505,1,605,1397655,604,2295000,604,2295000,604,0,605,100,
605,1,705,1397655,704,2295000,705,2295000,704,0,705,100,
705,1,805,461226,804,2295000,805,2295000,805,0,805,33,
806,1,907,1006311,906,2295000,906,2295000,906,0,907,72,
907,1,1007,861451,1006,1734000,1007,1734000,1006,0,1007,100,
1008,1,1108,1397655,1106,2295000,1107,2295000,1107,0,1108,100,
1108,1,1215,777484,1210,1632000,1214,1632000,1213,0,1215,100,
1215,1,1315,777484,1310,1632000,1311,1632000,1311,0,1315,100,
1315,1,1411,1188106,1410,1734000,1410,2091000,1410,0,1411,100,
1411,1,1511,1397655,1510,2295000,1510,2295000,1510,0,1511,100,
1511,1,1611,1397655,1610,2295000,1611,2295000,1611,0,1611,100,
1611,1,1713,861451,1711,1734000,1712,1734000,1712,0,1713,100,
1713,1,1812,1397655,1811,2295000,1812,2295000,1811,0,1812,100,
1812,1,1916,1397655,1914,2295000,1915,2295000,1915,0,1916,100,
1916,1,2016,1397655,2015,2295000,2016,2295000,2016,0,2016,100,
2016,1,2117,1229936,2115,2295000,2116,2295000,2116,0,2116,88,
2117,1,2217,1006311,2216,2295000,2216,2295000,2216,0,2217,72,
2217,1,2318,430725,2316,1734000,2317,1734000,2317,0,2317,50,
2318,1,2418,94759,2416,1734000,2417,1734000,2417,0,2417,11,
2418,1,2519,86145,2517,1734000,2518,1734000,2518,0,2519,10,
2519,1,2619,172290,2617,1734000,2618,1734000,2618,0,2619,20,
2619,1,2719,0,2718,2091000,2718,2091000,2718,0,2719,0,
2719,1,2819,0,2818,2295000,2819,2295000,2819,0,2819,0,
2820,1,2925,20563,2920,510000,2922,510000,2921,0,2924,16,
2925,1,3026,12852,3020,510000,3022,510000,3022,0,3025,10,
3026,1,3126,25704,3121,510000,3123,510000,3122,0,3125,20,
3126,1,3223,230234,3221,1530000,3222,1530000,3221,0,3223,33,
3223,1,3326,0,3321,510000,3324,510000,3323,0,3326,0,
3327,1,3427,0,3422,561000,3424,561000,3423,0,3426,0,
3427,1,3528,76744,3523,1530000,3524,1530000,3524,0,3525,11,
3528,1,3625,139536,3623,1530000,3624,1530000,3624,0,3625,20,
3625,1,3729,14137,3725,510000,3726,510000,3726,0,3729,11,
3729,1,3830,0,3825,510000,3827,510000,3826,0,3829,0,
3841,1,3926,427310,3925,1836000,3925,1836000,3925,0,3926,45,
3926,1,4027,0,4025,1530000,4026,1530000,4026,0,4027,0,
4027,1,4128,279072,4126,1530000,4127,1530000,4127,0,4128,40,
4128,1,4228,542714,4227,1734000,4227,1734000,4227,0,4228,63,
4229,1,4332,39715,4327,561000,4329,561000,4328,0,4331,27,
4332,1,4433,35381,4428,510000,4430,637500,4429,0,4432,20,
4433,1,4547,188373,4535,1530000,4545,1530000,4544,0,4547,27,
4547,1,4633,28274,4629,1530000,4630,510000,4630,0,4632,22,
4633,1,4734,17690,4730,637500,4732,637500,4731,0,4733,10,
4734,1,4833,0,4831,1530000,4832,1530000,4831,0,4833,0,
4833,1,4935,11566,4931,510000,4933,510000,4932,0,4935,9,
4935,1,5033,230234,5032,1530000,5032,1530000,5032,0,5033,33,
5033,1,5137,12852,5133,510000,5134,510000,5134,0,5137,10,
5137,1,5238,25704,5233,510000,5235,510000,5234,0,5237,20,
5238,1,5335,0,5333,1530000,5334,1530000,5333,0,5334,0,
5335,1,5435,69768,5434,1530000,5434,1530000,5434,0,5435,10,
5435,1,5542,53481,5536,688500,5537,688500,5537,0,5541,27,
5542,1,5638,60561,5636,1326000,5637,1326000,5636,0,5638,11,
5638,1,5744,12852,5738,510000,5741,510000,5739,0,5744,10,
5745,1,5839,0,5837,1530000,5838,1530000,5838,0,5839,0,
5839,1,5945,32130,5939,510000,5941,510000,5939,0,5944,25,
5945,1,6047,14137,6041,510000,6044,510000,6043,0,6046,11,
6047,1,6142,306979,6140,1530000,6141,1530000,6141,0,6142,44,
6142,1,6244,31354,6241,586500,6242,586500,6242,0,6244,20,
6244,1,6343,125582,6341,1530000,6342,1530000,6341,0,6342,18,
6343,1,6442,139536,6441,1530000,6442,1530000,6441,0,6442,20,
6442,1,6544,286048,6542,1530000,6543,1530000,6542,0,6544,41,
6544,1,6648,38556,6643,510000,6645,510000,6644,0,6648,30,
6648,1,6743,76744,6742,1530000,6743,1530000,6742,0,6743,11,
6743,1,6848,32130,6843,510000,6845,510000,6844,0,6847,25,
6848,1,6948,32360,6944,561000,6945,561000,6945,0,6948,22,
6948,1,7053,12852,7045,510000,7047,510000,7046,0,7051,10,
7053,1,7146,76744,7144,1530000,7145,1530000,7145,0,7146,11,
7146,1,7246,230234,7245,1530000,7245,1530000,7245,0,7246,33,
7246,1,7354,32130,7346,510000,7349,510000,7348,0,7353,25,
7354,1,7447,0,7445,1530000,7446,1530000,7446,0,7447,0,
7447,1,7556,58837,7547,561000,7548,561000,7548,0,7551,40,
7556,1,7648,139536,7647,1530000,7647,1530000,7647,0,7648,20,
7648,1,7751,0,7748,637500,7749,637500,7749,0,7751,0,
7751,1,7850,0,7848,2295000,7848,2295000,7848,0,7850,0,
7850,1,7949,0,7948,2295000,7949,2295000,7948,0,7949,0,
7949,1,8056,0,8050,510000,8052,510000,8051,0,8055,0,
8056,1,8157,16670,8151,612000,8153,612000,8152,0,8156,10,
8157,1,8260,0,8251,510000,8253,510000,8252,0,8260,0,
8261,1,8356,0,8352,510000,8353,510000,8352,0,8356,0,
8356,1,8456,11566,8452,510000,8454,510000,8453,0,8456,9,
8456,1,8555,306979,8552,1530000,8553,1530000,8553,0,8554,44,
8555,1,8657,11566,8654,510000,8655,510000,8654,0,8657,9,
8657,1,8759,0,8755,586500,8756,586500,8756,0,8758,0,
8759,1,8860,0,8856,510000,8857,510000,8857,0,8860,0,
8860,1,8962,12852,8957,510000,8959,510000,8958,0,8961,10,
8962,1,9076,0,9058,510000,9066,510000,9061,0,9073,0,
9076,1,9160,460468,9158,1530000,9159,1530000,9159,0,9160,66,
9096,1,9265,31354,9259,510000,9262,586500,9261,0,9264,20,
9161,1,9361,69768,9360,1530000,9360,1530000,9360,0,9361,10,
9265,1,9467,27535,9462,535500,9464,535500,9463,0,9467,20,
9361,1,9564,279072,9561,1530000,9562,1530000,9562,0,9563,40,
9467,1,9663,0,9661,1632000,9662,1632000,9661,0,9662,0,
9564,1,9766,12852,9762,510000,9764,510000,9763,0,9766,10,
9663,1,9866,0,9862,510000,9864,510000,9863,0,9866,0,
9766,1,9967,26476,9963,561000,9964,561000,9964,0,9967,18,
9866,1,10071,0,10064,586500,10066,586500,10065,0,10070,0,
9967,1,10171,279072,10165,1530000,10165,1530000,10165,0,10171,40,
10071,1,10271,14137,10265,510000,10267,510000,10266,0,10270,11,
10171,1,10374,32130,10366,510000,10368,510000,10367,0,10373,25,
10271,1,10471,28274,10467,510000,10468,510000,10468,0,10471,22,
10374,1,10570,279072,10568,1530000,10568,1530000,10568,0,10569,40,
10471,1,10673,23133,10669,510000,10671,510000,10670,0,10673,18,
10570,1,10778,14137,10772,510000,10775,510000,10773,0,10778,11,
10673,1,10873,139536,10871,1530000,10872,1530000,10872,0,10873,20,
10781,1,10980,12852,10974,510000,10976,510000,10975,0,10980,10,
10873,1,11080,14137,11074,510000,11076,510000,11075,0,11079,11,
10981,1,11179,17651,11174,561000,11176,561000,11176,0,11179,12,
11080,1,11280,0,11275,510000,11277,510000,11276,0,11279,0,
11179,1,11381,23133,11376,510000,11378,510000,11377,0,11381,18,
11280,1,11482,14137,11477,510000,11478,510000,11478,0,11482,11,
11382,1,11579,383724,11577,1530000,11578,1530000,11578,0,11579,55,
11482,1,11681,17690,11678,637500,11679,637500,11678,0,11681,10,
11579,1,11783,0,11778,510000,11779,510000,11779,0,11782,0,
11681,1,11883,0,11879,586500,11881,586500,11880,0,11883,0,
11783,1,11984,23133,11979,510000,11981,510000,11980,0,11983,18,
11883,1,12085,0,12081,510000,12082,510000,12082,0,12085,0,
11984,1,12187,12852,12182,510000,12184,510000,12183,0,12187,10,
12085,1,12283,0,12281,1530000,12282,1530000,12281,0,12282,0,
12187,1,12383,0,12381,1530000,12382,1530000,12382,0,12383,0,
12283,1,12484,69768,12482,1530000,12483,1530000,12483,0,12484,10,
12383,1,12584,125582,12582,1530000,12583,1530000,12582,0,12584,18,
12484,1,12688,0,12683,510000,12685,510000,12684,0,12687,0,
12584,1,12788,15144,12784,535500,12786,535500,12785,0,12788,11,
12688,1,12889,25704,12885,510000,12886,510000,12886,0,12889,20,
12788,1,12989,0,12986,586500,12987,586500,12986,0,12989,0,
12889,1,13041,0,13036,586500,13039,586500,13038,0,13041,0,
12989,1,13139,0,13136,1530000,13137,1530000,13137,0,13139,0,
13042,1,13243,0,13237,510000,13241,510000,13238,0,13242,0,
13139,1,13342,12852,13338,510000,13339,510000,13339,0,13342,10,
13243,1,13447,12852,13439,510000,13441,510000,13440,0,13446,10,
13343,1,13545,51734,13540,510000,13543,586500,13542,0,13545,33,
13447,1,13641,69768,13640,1530000,13640,1530000,13640,0,13641,10,
13545,1,13743,0,13741,1530000,13742,1530000,13741,0,13743,0,
13641,1,13846,0,13842,510000,13843,510000,13843,0,13846,0,
13743,1,13946,17690,13942,637500,13943,637500,13943,0,13945,10,
13846,1,14047,0,14043,510000,14044,510000,14044,0,14047,0,
13946,1,14147,0,14144,637500,14145,637500,14145,0,14147,0,
14047,1,14252,0,14244,510000,14248,510000,14247,0,14252,0,
14147,1,14348,16670,14345,612000,14346,612000,14346,0,14348,10,
14252,1,14450,0,14446,535500,14447,535500,14447,0,14449,0,
14348,1,14552,279072,14549,561000,14551,1530000,14551,0,14552,40,
14450,1,14653,12852,14649,510000,14651,510000,14650,0,14653,10,
14552,1,14756,23133,14751,510000,14754,510000,14753,0,14756,18,
14653,1,14853,0,14851,1530000,14852,1530000,14852,0,14853,0,
14756,1,14959,0,14952,510000,14955,510000,14954,0,14958,0,
14853,1,15057,12852,15053,510000,15055,510000,15054,0,15057,10,
14960,1,15158,34700,15154,510000,15155,510000,15155,0,15157,27,
15057,1,15260,25704,15255,510000,15257,510000,15256,0,15259,20,
15158,1,15359,25704,15355,510000,15357,510000,15356,0,15359,20,
15260,1,15460,25704,15456,510000,15457,510000,15456,0,15459,20,
15359,1,15559,404654,15556,1530000,15557,1530000,15556,0,15558,58,
15460,1,15661,0,15656,510000,15658,510000,15657,0,15661,0,
15559,1,15758,62791,15756,1530000,15757,1530000,15757,0,15758,9,
