App,Package,Start Time,Duration,Filename
"System",,"Jun 23, 2018 @ 09:14:04 PM","52 sec","Trepn_2018.06.23_211404.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
3,1,2,195671,0,2295000,0,2295000,0,0,2,14,
14,1,104,330333,101,1326000,102,1326000,102,0,104,60,
104,1,203,188373,202,1530000,202,1530000,202,0,203,27,
203,1,304,376747,302,1530000,303,1530000,302,0,304,54,
304,1,404,1397655,402,2295000,403,2295000,403,0,403,100,
404,1,504,1397655,502,2295000,503,2295000,503,0,504,100,
504,1,604,698827,603,2295000,603,2295000,603,0,604,50,
604,1,704,1397655,703,2295000,703,2295000,703,0,704,100,
704,1,804,1397655,803,2295000,804,2295000,803,0,804,100,
804,1,904,1006311,903,2295000,904,2295000,904,0,904,72,
904,1,1006,775306,1004,1734000,1005,1734000,1005,0,1006,90,
1006,1,1109,1188106,1107,2091000,1108,2091000,1108,0,1108,100,
1109,1,1209,777484,1208,1734000,1208,1632000,1208,0,1209,100,
1209,1,1310,861451,1309,1734000,1309,1734000,1309,0,1310,100,
1310,1,1410,861451,1409,1734000,1409,1734000,1409,0,1410,100,
1410,1,1510,777484,1509,1632000,1510,1632000,1509,0,1510,100,
1510,1,1611,861451,1610,1734000,1610,1734000,1610,0,1611,100,
1611,1,1713,949579,1710,1836000,1712,1836000,1711,0,1712,100,
1713,1,1811,949579,1810,1836000,1811,1836000,1810,0,1811,100,
1811,1,1912,1397655,1910,2295000,1911,2295000,1911,0,1912,100,
1912,1,2012,1397655,2011,2295000,2011,2295000,2011,0,2012,100,
2012,1,2112,1397655,2111,2295000,2111,2295000,2111,0,2112,100,
2112,1,2212,833495,2211,1938000,2212,1938000,2211,0,2212,80,
2212,1,2313,1257889,2311,2295000,2312,2295000,2312,0,2313,90,
2313,1,2413,854621,2412,1836000,2412,1836000,2412,0,2413,90,
2413,1,2514,344580,2512,1734000,2513,1734000,2512,0,2513,40,
2514,1,2614,344580,2612,1734000,2613,1734000,2613,0,2614,40,
2614,1,2717,35381,2713,637500,2715,637500,2714,0,2716,20,
2717,1,2819,12852,2814,510000,2816,510000,2815,0,2819,10,
2820,1,2918,18337,2915,612000,2916,612000,2915,0,2918,11,
2918,1,3019,0,3015,510000,3017,510000,3016,0,3019,0,
3020,1,3120,25704,3116,510000,3117,510000,3117,0,3120,20,
3120,1,3220,14137,3216,510000,3218,510000,3217,0,3220,11,
3220,1,3321,16180,3317,561000,3318,561000,3318,0,3321,11,
3321,1,3419,258141,3417,1530000,3418,1530000,3418,0,3419,37,
