device,subject,browser,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%]
nexus7,httpsadhiviraptgithubioblah2,comandroidchrome,174571.6476120837,1.0,1084213.6548051047,0.0,1095323.1680304592,32.91685110051885
