App,Package,Start Time,Duration,Filename
"System",,"Jun 17, 2018 @ 03:49:08 PM","1 min 3 sec","Trepn_2018.06.17_154907.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
4,1,4,129217,0,1734000,1,1734000,1,0,3,15,
102,1,102,861451,100,1836000,101,1734000,101,0,102,100,
199,1,198,861451,196,1734000,197,1734000,197,0,198,100,
233,1,289,949579,287,1836000,288,1836000,288,0,289,100,
289,1,389,1290799,387,2193000,388,2193000,388,0,389,100,
389,1,489,949579,488,1836000,488,1836000,488,0,489,100,
490,1,590,854621,588,1836000,589,1836000,589,0,590,90,
590,1,691,861451,688,1734000,689,1734000,689,0,691,100,
691,1,792,1076194,791,2295000,792,2295000,791,0,792,77,
793,1,892,1118124,891,2295000,891,2295000,891,0,892,80,
892,1,993,1257889,991,2295000,992,2295000,992,0,993,90,
993,1,1092,1397655,1091,2295000,1092,2295000,1092,0,1092,100,
1092,1,1193,1397655,1191,2295000,1192,2295000,1192,0,1193,100,
1193,1,1293,1397655,1292,2295000,1292,2295000,1292,0,1293,100,
1293,1,1394,978358,1392,2295000,1393,2295000,1392,0,1394,70,
1394,1,1496,1397655,1494,2295000,1496,2295000,1495,0,1496,100,
1496,1,1596,949579,1594,1836000,1594,1836000,1594,0,1595,100,
1596,1,1696,1397655,1695,2295000,1695,2295000,1695,0,1696,100,
1696,1,1798,861451,1795,1734000,1795,1734000,1795,0,1798,100,
1798,1,1896,949579,1895,1836000,1896,1836000,1895,0,1896,100,
1896,1,1997,861451,1995,1734000,1996,1734000,1996,0,1996,100,
1997,1,2097,861451,2096,1734000,2096,1734000,2096,0,2097,100,
2097,1,2197,949579,2196,1836000,2196,1836000,2196,0,2197,100,
2197,1,2297,1397655,2296,2295000,2296,2295000,2296,0,2297,100,
2297,1,2397,1397655,2396,2295000,2397,2295000,2397,0,2397,100,
2397,1,2498,1397655,2496,2295000,2497,2295000,2497,0,2498,100,
2498,1,2601,1397655,2599,2295000,2599,2295000,2599,0,2600,100,
2601,1,2701,1397655,2700,2295000,2700,2295000,2700,0,2701,100,
2701,1,2803,1229936,2801,2295000,2801,2295000,2801,0,2803,88,
2803,1,2902,861451,2900,1734000,2901,1734000,2901,0,2902,100,
2902,1,3002,949579,3001,1836000,3001,1836000,3001,0,3002,100,
3002,1,3102,775306,3101,1734000,3101,1734000,3101,0,3102,90,
3102,1,3205,949579,3202,1836000,3202,1836000,3202,0,3205,100,
3205,1,3304,620244,3302,1734000,3303,1734000,3302,0,3303,72,
3304,1,3405,775306,3404,1734000,3405,1734000,3404,0,3405,90,
3405,1,3506,689160,3505,1734000,3505,1734000,3505,0,3506,80,
3520,1,3615,861451,3605,1734000,3606,1734000,3605,0,3615,100,
3615,1,3706,749462,3705,1734000,3706,1734000,3705,0,3706,87,
3706,1,3808,861451,3805,1734000,3807,1734000,3806,0,3808,100,
3808,1,3907,861451,3906,1734000,3906,1734000,3906,0,3907,100,
3907,1,4009,689160,4008,1734000,4008,1734000,4008,0,4009,80,
4009,1,4109,768710,4108,2295000,4109,2295000,4108,0,4109,55,
4109,1,4209,698827,4208,2295000,4209,2295000,4209,0,4209,50,
