App,Package,Start Time,Duration,Filename
"System",,"Jun 17, 2018 @ 04:02:59 PM","1 min 2 sec","Trepn_2018.06.17_160258.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,31,195671,29,2295000,29,2295000,29,0,31,14,
31,1,130,978358,129,2295000,130,2295000,129,0,130,70,
130,1,230,1048241,229,2295000,230,2295000,230,0,230,75,
230,1,331,1397655,330,2295000,330,2295000,330,0,331,100,
331,1,431,1397655,430,2295000,430,2295000,430,0,431,100,
431,1,531,1397655,530,2295000,531,2295000,530,0,531,100,
531,1,632,1397655,630,2295000,631,2295000,631,0,632,100,
632,1,732,1397655,731,2295000,731,2295000,731,0,732,100,
732,1,832,1257889,831,2295000,831,2295000,831,0,832,90,
832,1,934,1118124,933,2295000,933,2295000,933,0,934,80,
934,1,988,949579,984,1836000,984,1836000,984,0,988,100,
988,1,1085,949579,1084,1836000,1084,1836000,1084,0,1085,100,
1085,1,1189,1397655,1186,2295000,1189,2295000,1188,0,1189,100,
1189,1,1289,949579,1288,1836000,1288,1836000,1288,0,1289,100,
1289,1,1389,949579,1388,1836000,1388,1836000,1388,0,1389,100,
1389,1,1490,949579,1488,1836000,1489,1836000,1489,0,1490,100,
1490,1,1590,949579,1588,1836000,1589,1836000,1589,0,1589,100,
1590,1,1690,949579,1689,1836000,1689,1836000,1689,0,1690,100,
1690,1,1790,949579,1789,1836000,1789,1836000,1789,0,1790,100,
1790,1,1890,854621,1889,1836000,1890,1836000,1889,0,1890,90,
1890,1,1991,949579,1990,1836000,1990,1836000,1990,0,1991,100,
1991,1,2091,759663,2090,1836000,2090,1836000,2090,0,2091,80,
2091,1,2242,883108,2240,1836000,2241,1836000,2241,0,2242,93,
2242,1,2342,698827,2341,2295000,2341,2295000,2341,0,2341,50,
2342,1,2442,1229936,2441,2295000,2441,2295000,2441,0,2442,88,
2442,1,2542,0,2541,2295000,2541,2295000,2541,0,2542,0,
2542,1,2642,139765,2641,2295000,2641,2295000,2641,0,2642,10,
2642,1,2742,279531,2741,2295000,2742,2295000,2742,0,2742,20,
2742,1,2843,251577,2842,2295000,2842,2295000,2842,0,2842,18,
2843,1,2943,153742,2942,2295000,2942,2295000,2942,0,2943,11,
2943,1,3043,0,3042,2295000,3042,2295000,3042,0,3043,0,
3043,1,3144,0,3143,2295000,3144,2295000,3143,0,3144,0,
3144,1,3194,279531,3193,2295000,3193,2295000,3193,0,3194,20,
3194,1,3294,279531,3293,2295000,3293,2295000,3293,0,3294,20,
3294,1,3394,461226,3393,2295000,3393,2295000,3393,0,3394,33,
3394,1,3494,880522,3493,2295000,3494,2295000,3493,0,3494,63,
3494,1,3594,1397655,3593,2295000,3594,2295000,3594,0,3594,100,
3594,1,3695,1397655,3694,2295000,3694,2295000,3694,0,3695,100,
3695,1,3795,1257889,3794,2295000,3794,2295000,3794,0,3795,90,
3795,1,3895,419296,3894,2295000,3894,2295000,3894,0,3895,30,
3895,1,3995,223624,3994,2295000,3995,2295000,3995,0,3995,16,
3995,1,4096,573038,4095,2295000,4095,2295000,4095,0,4096,41,
4096,1,4196,978358,4195,2295000,4195,2295000,4195,0,4196,70,
4196,1,4297,0,4296,1428000,4296,1428000,4296,0,4297,0,
4297,1,4397,124407,4396,1428000,4396,1428000,4396,0,4397,20,
4397,1,4498,0,4496,1428000,4497,1428000,4496,0,4498,0,
4498,1,4598,62203,4596,1428000,4597,1428000,4596,0,4597,10,
4598,1,4698,62203,4697,1428000,4697,1428000,4697,0,4698,10,
4698,1,4798,68424,4797,1428000,4797,1428000,4797,0,4798,11,
4799,1,4899,205272,4897,1428000,4898,1428000,4897,0,4899,33,
4899,1,4998,136848,4997,1428000,4998,1428000,4997,0,4998,22,
4999,1,5099,0,5097,1428000,5098,1428000,5098,0,5099,0,
5099,1,5199,111966,5198,1428000,5198,1428000,5198,0,5199,18,
5199,1,5299,0,5298,1428000,5298,1428000,5298,0,5299,0,
5299,1,5400,0,5398,1428000,5399,1428000,5399,0,5400,0,
5400,1,5500,68424,5499,1428000,5499,1428000,5499,0,5500,11,
5500,1,5600,68424,5599,1428000,5599,1428000,5599,0,5600,11,
5600,1,5700,0,5699,1428000,5699,1428000,5699,0,5700,0,
5700,1,5800,62203,5799,1428000,5800,1428000,5799,0,5800,10,
5801,1,5901,124407,5899,1428000,5900,1428000,5900,0,5901,20,
5901,1,6001,68424,6000,1428000,6000,1428000,6000,0,6001,11,
6001,1,6101,167949,6100,1428000,6101,1428000,6100,0,6101,27,
6101,1,6201,712184,6200,1836000,6201,1836000,6201,0,6201,75,
6202,1,6302,348840,6301,1530000,6301,1530000,6301,0,6302,50,
6302,1,6402,230153,6401,1428000,6401,1428000,6401,0,6402,37,
6402,1,6502,230153,6501,1428000,6501,1428000,6501,0,6502,37,
6502,1,6603,273696,6601,1428000,6602,1428000,6602,0,6603,44,
6603,1,6703,273696,6702,1428000,6702,1428000,6702,0,6703,44,
6703,1,6803,136848,6802,1428000,6802,1428000,6802,0,6803,22,
6803,1,6904,174420,6902,1530000,6903,1530000,6902,0,6904,25,
6904,1,7005,223933,7004,1428000,7004,1428000,7004,0,7005,36,
7005,1,7105,136848,7104,1428000,7104,1428000,7104,0,7105,22,
7105,1,7206,68424,7204,1428000,7205,1428000,7204,0,7206,11,
7206,1,7307,111966,7304,1428000,7305,1428000,7305,0,7306,18,
7307,1,7406,55983,7405,1428000,7405,1428000,7405,0,7406,9,
7406,1,7507,111966,7505,1428000,7506,1428000,7506,0,7507,18,
7507,1,7607,0,7606,1428000,7606,1428000,7606,0,7607,0,
7607,1,7707,0,7706,1428000,7706,1428000,7706,0,7707,0,
7707,1,7808,0,7806,1428000,7807,1428000,7806,0,7808,0,
7808,1,7908,279072,7906,1530000,7907,1530000,7907,0,7908,40,
7908,1,8008,0,8007,1428000,8007,1428000,8007,0,8008,0,
8008,1,8108,111966,8107,1428000,8107,1428000,8107,0,8108,18,
8108,1,8208,466490,8207,1632000,8208,1632000,8207,0,8208,60,
8208,1,8308,284278,8307,1734000,8308,1734000,8308,0,8308,33,
8309,1,8409,136848,8408,1428000,8408,1428000,8408,0,8409,22,
8409,1,8509,223933,8508,1428000,8508,1428000,8508,0,8509,36,
8509,1,8609,248814,8608,1428000,8609,1428000,8608,0,8609,40,
8610,1,8710,348840,8708,1530000,8709,1530000,8709,0,8709,50,
8710,1,8810,209303,8809,1530000,8809,1530000,8809,0,8810,30,
8810,1,8910,136848,8909,1428000,8909,1428000,8909,0,8910,22,
8910,1,9010,155509,9009,1428000,9010,1428000,9009,0,9010,25,
9010,1,9111,136848,9109,1428000,9110,1428000,9110,0,9111,22,
9111,1,9211,258141,9210,1530000,9210,1530000,9210,0,9211,37,
9211,1,9312,111966,9310,1428000,9311,1428000,9310,0,9311,18,
9312,1,9412,62203,9410,1428000,9411,1428000,9411,0,9412,10,
9412,1,9512,0,9511,1428000,9511,1428000,9511,0,9512,0,
9512,1,9613,0,9612,1428000,9613,1428000,9612,0,9613,0,
9613,1,9715,0,9712,1428000,9713,1428000,9713,0,9714,0,
9715,1,9819,62203,9815,1428000,9816,1428000,9816,0,9818,10,
