App,Package,Start Time,Duration,Filename
"System",,"Jun 22, 2018 @ 10:27:16 PM","1 min 47 sec","Trepn_2018.06.22_222716.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
1,1,1,237601,0,2295000,0,2295000,0,0,1,17,
17,1,101,768710,100,2295000,100,2295000,100,0,101,55,
101,1,201,279531,200,2295000,200,2295000,200,0,201,20,
201,1,303,383724,301,1530000,302,1530000,302,0,303,55,
303,1,403,1290799,401,2193000,402,2193000,401,0,403,100,
403,1,502,1397655,501,2295000,502,2295000,501,0,502,100,
502,1,602,1397655,601,2295000,602,2295000,602,0,602,100,
602,1,703,1397655,702,2295000,702,2295000,702,0,703,100,
703,1,803,419296,802,2295000,802,2295000,802,0,803,30,
803,1,914,1069295,912,2091000,913,2091000,912,0,914,90,
914,1,1016,1397655,1014,2295000,1015,2295000,1014,0,1016,100,
1016,1,1118,1397655,1117,2295000,1117,2295000,1117,0,1118,100,
1118,1,1220,1188106,1218,2091000,1218,2091000,1218,0,1219,100,
1220,1,1320,1188106,1318,2091000,1319,2091000,1319,0,1320,100,
1320,1,1420,1397655,1419,2295000,1420,2295000,1419,0,1420,100,
1420,1,1522,1397655,1521,2295000,1521,2295000,1521,0,1522,100,
1522,1,1623,1397655,1621,2295000,1622,2295000,1622,0,1623,100,
1623,1,1722,1397655,1721,2295000,1722,2295000,1722,0,1722,100,
1722,1,1823,1397655,1822,2295000,1822,2295000,1822,0,1823,100,
1823,1,1923,1132100,1922,2295000,1922,2295000,1922,0,1923,81,
1923,1,2024,1397655,2023,2295000,2023,2295000,2023,0,2024,100,
2024,1,2124,1006311,2123,2295000,2123,2295000,2123,0,2124,72,
2124,1,2224,978358,2223,2295000,2224,2295000,2223,0,2224,70,
2224,1,2324,978358,2323,2295000,2324,2295000,2324,0,2324,70,
2324,1,2425,1397655,2424,2295000,2424,2295000,2424,0,2425,100,
2425,1,2525,461226,2524,2295000,2524,2295000,2524,0,2525,33,
2525,1,2629,0,2625,510000,2626,510000,2626,0,2629,0,
2629,1,2731,25704,2725,510000,2727,510000,2727,0,2730,20,
2731,1,2830,25704,2826,510000,2828,510000,2827,0,2830,20,
2831,1,2932,0,2927,510000,2928,510000,2928,0,2931,0,
2932,1,3035,36773,3027,561000,3029,561000,3028,0,3035,25,
3035,1,3129,153489,3127,1530000,3128,1530000,3128,0,3129,22,
3129,1,3234,0,3228,510000,3230,510000,3229,0,3233,0,
3234,1,3332,0,3329,637500,3330,637500,3329,0,3332,0,
3332,1,3431,153489,3429,1530000,3429,1530000,3429,0,3431,22,
3431,1,3530,0,3529,2295000,3529,2295000,3529,0,3530,0,
3530,1,3630,139765,3629,2295000,3630,2295000,3629,0,3630,10,
3630,1,3731,125788,3729,2295000,3730,2295000,3730,0,3731,9,
3731,1,3838,19459,3831,637500,3835,637500,3834,0,3837,11,
3838,1,3933,1290799,3931,2193000,3932,2193000,3931,0,3933,100,
3933,1,4032,461226,4031,2295000,4031,2295000,4031,0,4032,33,
4032,1,4140,0,4133,510000,4135,510000,4134,0,4138,0,
4140,1,4249,28274,4233,510000,4236,510000,4236,0,4248,22,
4249,1,4335,174420,4333,1530000,4334,1530000,4334,0,4335,25,
4335,1,4435,62791,4433,1530000,4434,1530000,4434,0,4435,9,
4435,1,4542,0,4535,637500,4537,637500,4536,0,4542,0,
4542,1,4641,854621,4638,1836000,4639,1836000,4639,0,4641,90,
4641,1,4739,94957,4738,1836000,4739,1836000,4739,0,4739,10,
4739,1,4843,69768,4840,510000,4841,1530000,4841,0,4843,10,
4843,1,4942,125582,4939,1530000,4940,1530000,4940,0,4942,18,
4943,1,5041,418607,5040,1530000,5040,1530000,5040,0,5041,60,
5041,1,5141,104453,5140,1836000,5141,1836000,5140,0,5141,11,
5141,1,5242,1397655,5240,2295000,5241,2295000,5241,0,5242,100,
5242,1,5342,307484,5340,2295000,5341,2295000,5341,0,5341,22,
5342,1,5442,69768,5441,1530000,5441,1530000,5441,0,5442,10,
5442,1,5542,69768,5541,1530000,5541,1530000,5541,0,5542,10,
5542,1,5647,0,5643,561000,5644,561000,5644,0,5646,0,
5647,1,5748,0,5744,637500,5745,637500,5745,0,5747,0,
5748,1,5850,0,5845,510000,5847,510000,5846,0,5849,0,
5850,1,5946,69768,5944,1530000,5945,1530000,5945,0,5945,10,
5946,1,6046,306979,6045,1530000,6045,1530000,6045,0,6046,44,
6046,1,6148,230234,6145,1530000,6146,1530000,6146,0,6148,33,
6148,1,6255,32130,6247,510000,6248,510000,6248,0,6253,25,
6256,1,6348,153489,6346,1530000,6347,1530000,6346,0,6347,22,
6348,1,6451,230234,6449,1530000,6450,1530000,6449,0,6451,33,
6451,1,6556,0,6550,510000,6554,561000,6553,0,6556,0,
6557,1,6655,28274,6650,1530000,6652,510000,6651,0,6655,22,
6655,1,6757,39715,6752,561000,6755,561000,6754,0,6757,27,
6758,1,6859,38556,6853,510000,6856,510000,6855,0,6858,30,
6859,1,6958,72531,6954,637500,6956,637500,6955,0,6958,41,
6959,1,7060,417814,7058,1836000,7059,1836000,7058,0,7060,44,
7060,1,7160,0,7158,1530000,7159,1530000,7159,0,7160,0,
7160,1,7266,0,7259,586500,7262,586500,7260,0,7266,0,
7266,1,7367,12852,7360,510000,7364,510000,7363,0,7367,10,
7368,1,7462,279072,7460,1530000,7461,1530000,7460,0,7461,40,
7462,1,7567,0,7561,510000,7564,510000,7563,0,7567,0,
7567,1,7669,0,7662,510000,7666,510000,7665,0,7669,0,
7670,1,7764,76744,7762,1530000,7763,1530000,7763,0,7764,11,
7764,1,7864,0,7862,1530000,7863,1530000,7863,0,7864,0,
7864,1,7975,25704,7965,510000,7968,510000,7966,0,7974,20,
7976,1,8066,279072,8064,1530000,8065,1530000,8065,0,8066,40,
8066,1,8170,25704,8165,510000,8167,510000,8166,0,8170,20,
8170,1,8267,209303,8265,1530000,8266,1530000,8266,0,8266,30,
8267,1,8371,27535,8367,535500,8369,535500,8368,0,8371,20,
8372,1,8468,279072,8467,1530000,8467,1530000,8467,0,8468,40,
8468,1,8573,42411,8568,510000,8570,510000,8569,0,8572,33,
8573,1,8678,12852,8669,510000,8671,510000,8670,0,8677,10,
8678,1,8775,15422,8770,510000,8772,510000,8771,0,8775,12,
8779,1,8876,25704,8871,510000,8873,510000,8872,0,8875,20,
8876,1,8980,23133,8973,510000,8976,510000,8974,0,8979,18,
8980,1,9073,306979,9072,1530000,9072,1530000,9072,0,9073,44,
9073,1,9173,86145,9172,1734000,9172,1734000,9172,0,9173,10,
9173,1,9278,27535,9273,535500,9275,535500,9274,0,9278,20,
9278,1,9378,14137,9374,510000,9375,510000,9375,0,9377,11,
9378,1,9478,70762,9474,637500,9475,637500,9475,0,9477,40,
9478,1,9581,41303,9575,535500,9577,535500,9576,0,9580,30,
9581,1,9676,153489,9675,1530000,9675,1530000,9675,0,9676,22,
9676,1,9780,23133,9776,510000,9777,510000,9777,0,9780,18,
9780,1,9882,15144,9877,535500,9879,535500,9878,0,9882,11,
9882,1,9984,23133,9979,510000,9981,510000,9980,0,9983,18,
9984,1,10080,174420,10078,1530000,10079,1530000,10079,0,10079,25,
10080,1,10184,12852,10179,510000,10181,510000,10180,0,10183,10,
10184,1,10285,32360,10280,561000,10283,561000,10282,0,10285,22,
10285,1,10388,0,10381,510000,10382,561000,10382,0,10388,0,
10388,1,10484,73290,10481,688500,10482,688500,10482,0,10484,37,
10484,1,10587,0,10582,510000,10584,510000,10583,0,10587,0,
10588,1,10688,34700,10683,510000,10685,510000,10684,0,10687,27,
10689,1,10784,188373,10782,1530000,10783,1530000,10783,0,10784,27,
10784,1,10887,0,10883,510000,10885,510000,10884,0,10887,0,
10888,1,10986,76744,10984,1530000,10984,1530000,10984,0,10986,11,
10986,1,11085,209303,11083,1530000,11084,1530000,11084,0,11085,30,
11085,1,11188,11566,11184,510000,11186,510000,11185,0,11188,9,
11188,1,11289,25704,11285,510000,11287,510000,11286,0,11289,20,
11289,1,11389,25704,11386,510000,11387,510000,11387,0,11389,20,
