App,Package,Start Time,Duration,Filename
"System",,"Jun 22, 2018 @ 09:19:07 PM","1 min 47 sec","Trepn_2018.06.22_211906.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,34,181695,33,2295000,33,2295000,33,0,34,13,
34,1,134,307484,133,2295000,134,2295000,133,0,134,22,
134,1,235,377366,234,2295000,234,2295000,234,0,235,27,
235,1,335,628944,334,2295000,334,2295000,334,0,335,45,
335,1,435,0,434,2295000,435,2295000,434,0,435,0,
435,1,536,0,535,2295000,535,2295000,535,0,536,0,
536,1,586,1397655,585,2295000,586,2295000,585,0,586,100,
586,1,687,922452,685,2295000,686,2295000,686,0,686,66,
687,1,788,223624,787,2295000,787,2295000,787,0,788,16,
788,1,888,838593,887,2295000,887,2295000,887,0,888,60,
888,1,988,1257889,987,2295000,988,2295000,987,0,988,90,
988,1,1089,1397655,1087,2295000,1088,2295000,1088,0,1088,100,
1089,1,1192,1397655,1190,2295000,1191,2295000,1191,0,1192,100,
1192,1,1293,1397655,1292,2295000,1293,2295000,1293,0,1293,100,
1293,1,1394,1397655,1393,2295000,1393,2295000,1393,0,1394,100,
1394,1,1494,1397655,1493,2295000,1494,2295000,1494,0,1494,100,
1494,1,1595,1397655,1594,2295000,1594,2295000,1594,0,1595,100,
1595,1,1695,1397655,1694,2295000,1695,2295000,1695,0,1695,100,
1695,1,1796,1397655,1795,2295000,1796,2295000,1795,0,1796,100,
1796,1,1896,698827,1895,2295000,1896,2295000,1896,0,1896,50,
1896,1,1997,1118124,1995,2295000,1996,2295000,1996,0,1997,80,
1997,1,2097,279531,2096,2295000,2096,2295000,2096,0,2097,20,
2097,1,2197,1006311,2196,2295000,2196,2295000,2196,0,2197,72,
2197,1,2298,195671,2296,2295000,2297,2295000,2297,0,2298,14,
2298,1,2408,14137,2397,510000,2399,510000,2398,0,2408,11,
2409,1,2499,348840,2497,1530000,2498,1530000,2498,0,2499,50,
2499,1,2600,37806,2598,1122000,2599,1122000,2598,0,2600,9,
2600,1,2701,153489,2698,1530000,2700,1530000,2700,0,2701,22,
2701,1,2807,0,2799,510000,2804,510000,2803,0,2807,0,
2807,1,2901,69768,2899,1530000,2900,1530000,2899,0,2901,10,
2901,1,3001,76744,3000,1530000,3000,1530000,3000,0,3001,11,
3001,1,3101,94957,3100,1836000,3101,1836000,3100,0,3101,10,
3101,1,3201,0,3200,2295000,3201,2295000,3201,0,3201,0,
3201,1,3302,125788,3301,2295000,3301,2295000,3301,0,3302,9,
3302,1,3411,12852,3402,510000,3404,510000,3404,0,3410,10,
3411,1,3505,76744,3503,1530000,3504,1530000,3503,0,3505,11,
3505,1,3610,16670,3604,510000,3606,612000,3605,0,3609,10,
3610,1,3705,153489,3703,1530000,3704,1530000,3704,0,3705,22,
3705,1,3805,0,3804,1530000,3805,1530000,3804,0,3805,0,
3805,1,3907,62791,3905,1530000,3905,1530000,3905,0,3907,9,
3907,1,4006,0,4005,2295000,4005,2295000,4005,0,4006,0,
4006,1,4110,31665,4106,535500,4108,535500,4107,0,4110,23,
4110,1,4209,69768,4206,1530000,4207,1530000,4207,0,4208,10,
4209,1,4308,0,4306,1530000,4307,1530000,4307,0,4308,0,
4308,1,4412,0,4407,510000,4409,510000,4408,0,4411,0,
4412,1,4512,35381,4508,637500,4510,637500,4509,0,4511,20,
4512,1,4613,25704,4608,510000,4610,510000,4609,0,4612,20,
4613,1,4710,209303,4709,1530000,4709,1530000,4709,0,4710,30,
4710,1,4815,34700,4810,510000,4812,510000,4811,0,4814,27,
4815,1,4911,125582,4910,1530000,4911,1530000,4910,0,4911,18,
4912,1,5017,0,5011,510000,5013,510000,5012,0,5016,0,
5017,1,5116,19459,5112,637500,5113,637500,5113,0,5116,11,
5116,1,5218,41303,5213,535500,5214,535500,5214,0,5217,30,
5219,1,5321,14137,5314,510000,5317,510000,5315,0,5320,11,
5321,1,5418,33341,5414,612000,5416,612000,5415,0,5418,20,
5419,1,5519,16670,5515,612000,5516,612000,5516,0,5519,10,
5519,1,5620,28218,5615,586500,5617,586500,5616,0,5619,18,
5620,1,5717,313955,5715,1530000,5716,1530000,5715,0,5717,45,
5717,1,5822,32130,5817,510000,5819,510000,5818,0,5821,25,
5822,1,5924,0,5918,510000,5920,510000,5920,0,5923,0,
5924,1,6023,23133,6019,510000,6020,510000,6020,0,6023,18,
6023,1,6123,58379,6119,637500,6120,637500,6120,0,6122,33,
6123,1,6220,69768,6219,1530000,6219,1530000,6219,0,6220,10,
6220,1,6324,0,6320,561000,6321,561000,6321,0,6323,0,
6324,1,6421,0,6420,1530000,6420,1530000,6420,0,6421,0,
6421,1,6525,12852,6521,510000,6522,510000,6522,0,6525,10,
6525,1,6633,70762,6621,637500,6623,637500,6622,0,6631,40,
6633,1,6722,279072,6721,1530000,6722,1530000,6721,0,6722,40,
6722,1,6832,11566,6822,510000,6824,510000,6823,0,6828,9,
6832,1,6923,83721,6922,1530000,6922,1530000,6922,0,6923,12,
6923,1,7028,12852,7023,510000,7025,510000,7024,0,7028,10,
7028,1,7131,12852,7124,510000,7126,510000,7125,0,7130,10,
7131,1,7225,153489,7224,1530000,7225,1530000,7224,0,7225,22,
7226,1,7330,31354,7326,586500,7327,586500,7327,0,7329,20,
7330,1,7433,28218,7427,586500,7429,586500,7428,0,7433,18,
7434,1,7531,12852,7527,510000,7529,510000,7528,0,7531,10,
7532,1,7635,77838,7628,637500,7630,637500,7629,0,7633,44,
7635,1,7728,209303,7727,1530000,7728,1530000,7727,0,7728,30,
7728,1,7833,0,7829,586500,7830,586500,7830,0,7833,0,
7833,1,7934,0,7930,510000,7932,510000,7931,0,7934,0,
7935,1,8034,16180,8030,561000,8032,561000,8031,0,8034,11,
8035,1,8137,0,8132,535500,8133,535500,8133,0,8136,0,
8137,1,8238,0,8232,510000,8235,510000,8233,0,8238,0,
8238,1,8344,14709,8333,561000,8339,561000,8335,0,8343,10,
8344,1,8437,31843,8434,637500,8435,637500,8435,0,8437,18,
8438,1,8540,25704,8535,510000,8537,510000,8536,0,8539,20,
8540,1,8642,14137,8637,510000,8639,510000,8638,0,8641,11,
8642,1,8742,70762,8738,637500,8740,637500,8739,0,8742,40,
8742,1,8848,11566,8839,510000,8842,510000,8841,0,8847,9,
8848,1,8943,47031,8938,586500,8940,586500,8939,0,8942,30,
8943,1,9041,342093,9038,1632000,9039,1632000,9039,0,9041,44,
9041,1,9139,1132100,9138,2295000,9139,2295000,9139,0,9139,81,
9139,1,9244,0,9239,510000,9241,510000,9240,0,9244,0,
9244,1,9348,0,9340,510000,9342,510000,9341,0,9347,0,
9348,1,9441,139536,9439,1530000,9440,1530000,9440,0,9441,20,
9441,1,9546,28274,9541,510000,9543,510000,9542,0,9545,22,
9547,1,9662,68989,9641,714000,9642,714000,9642,0,9659,33,
9662,1,9748,17992,9742,510000,9744,510000,9743,0,9747,14,
9748,1,9849,14137,9843,510000,9845,510000,9844,0,9848,11,
9849,1,9948,19459,9944,637500,9945,637500,9945,0,9948,11,
9949,1,10053,23133,10045,510000,10049,510000,10048,0,10052,18,
10054,1,10147,418607,10145,1530000,10146,1530000,10145,0,10147,60,
10147,1,10251,20563,10247,510000,10248,510000,10248,0,10251,16,
10251,1,10351,42411,10347,510000,10349,510000,10348,0,10351,33,
10352,1,10452,42328,10448,586500,10449,586500,10449,0,10451,27,
10452,1,10552,15422,10548,510000,10550,510000,10549,0,10552,12,
10553,1,10669,174420,10660,1530000,10666,1530000,10665,0,10668,25,
10669,1,10751,153489,10749,1530000,10750,1530000,10749,0,10750,22,
