App,Package,Start Time,Duration,Filename
"System",,"Jun 21, 2018 @ 08:05:44 PM","1 min 1 sec","Trepn_2018.06.21_200544.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
2,1,2,209648,0,2295000,1,2295000,1,0,2,15,
20,1,102,698827,101,2295000,101,2295000,101,0,102,50,
102,1,202,461226,201,2295000,201,2295000,201,0,202,33,
202,1,303,614968,301,2295000,302,2295000,302,0,302,44,
303,1,403,139765,402,2295000,402,2295000,402,0,403,10,
403,1,503,461226,502,2295000,502,2295000,502,0,503,33,
503,1,603,139765,602,2295000,602,2295000,602,0,603,10,
603,1,703,223624,702,2295000,703,2295000,702,0,703,16,
703,1,804,503155,803,2295000,803,2295000,803,0,804,36,
804,1,907,978358,905,2295000,906,2295000,905,0,906,70,
907,1,1007,1397655,1005,2295000,1006,2295000,1006,0,1007,100,
1007,1,1108,1290799,1107,2193000,1107,2193000,1107,0,1108,100,
1108,1,1213,1397655,1208,2295000,1212,2295000,1208,0,1213,100,
1213,1,1309,1397655,1308,2295000,1309,2295000,1308,0,1309,100,
1309,1,1410,1397655,1409,2295000,1410,2295000,1409,0,1410,100,
1410,1,1510,1397655,1509,2295000,1509,2295000,1509,0,1510,100,
1510,1,1610,1397655,1609,2295000,1609,2295000,1609,0,1610,100,
1610,1,1712,1397655,1709,2295000,1710,2295000,1710,0,1711,100,
1712,1,1818,1397655,1817,2295000,1817,2295000,1817,0,1818,100,
1818,1,1918,1397655,1917,2295000,1918,2295000,1917,0,1918,100,
1918,1,2019,1397655,2017,2295000,2018,2295000,2018,0,2018,100,
2019,1,2119,1397655,2117,2295000,2118,2295000,2118,0,2119,100,
2119,1,2219,1397655,2218,2295000,2218,2295000,2218,0,2219,100,
2219,1,2319,1397655,2318,2295000,2318,2295000,2318,0,2319,100,
2319,1,2419,1397655,2418,2295000,2419,2295000,2419,0,2419,100,
2419,1,2520,1397655,2518,2295000,2519,2295000,2519,0,2519,100,
2520,1,2620,1257889,2619,2295000,2619,2295000,2619,0,2620,90,
2620,1,2720,1397655,2719,2295000,2719,2295000,2719,0,2720,100,
2720,1,2820,1397655,2819,2295000,2820,2295000,2819,0,2820,100,
2820,1,2920,1397655,2919,2295000,2920,2295000,2920,0,2920,100,
2920,1,3021,1397655,3020,2295000,3020,2295000,3020,0,3021,100,
3021,1,3121,1257889,3120,2295000,3120,2295000,3120,0,3121,90,
3121,1,3221,1397655,3220,2295000,3221,2295000,3220,0,3221,100,
3221,1,3322,1397655,3320,2295000,3321,2295000,3321,0,3321,100,
3322,1,3422,1397655,3421,2295000,3421,2295000,3421,0,3422,100,
3422,1,3525,1257889,3524,2295000,3524,2295000,3524,0,3525,90,
3525,1,3625,1397655,3624,2295000,3625,2295000,3625,0,3625,100,
3625,1,3727,1397655,3725,2295000,3725,2295000,3725,0,3727,100,
3727,1,3826,1397655,3825,2295000,3825,2295000,3825,0,3826,100,
3826,1,3926,1397655,3925,2295000,3925,2295000,3925,0,3926,100,
3926,1,4026,1397655,4025,2295000,4026,2295000,4026,0,4026,100,
4027,1,4127,1397655,4126,2295000,4126,2295000,4126,0,4127,100,
4127,1,4227,1397655,4226,2295000,4226,2295000,4226,0,4227,100,
4227,1,4327,1397655,4326,2295000,4327,2295000,4326,0,4327,100,
4327,1,4427,1397655,4426,2295000,4427,2295000,4427,0,4427,100,
4427,1,4528,1397655,4527,2295000,4527,2295000,4527,0,4527,100,
4528,1,4630,1397655,4627,2295000,4629,2295000,4628,0,4630,100,
4630,1,4728,1397655,4727,2295000,4728,2295000,4727,0,4728,100,
4728,1,4828,1397655,4827,2295000,4828,2295000,4828,0,4828,100,
4828,1,4929,1397655,4928,2295000,4928,2295000,4928,0,4929,100,
4929,1,5030,1397655,5028,2295000,5029,2295000,5029,0,5029,100,
5030,1,5131,1397655,5129,2295000,5129,2295000,5129,0,5131,100,
5131,1,5231,1397655,5229,2295000,5229,2295000,5229,0,5230,100,
5231,1,5331,1257889,5329,2295000,5330,2295000,5329,0,5331,90,
5331,1,5433,1397655,5429,2295000,5430,2295000,5430,0,5432,100,
5433,1,5531,1397655,5530,2295000,5530,2295000,5530,0,5531,100,
5532,1,5631,1397655,5630,2295000,5630,2295000,5630,0,5631,100,
5631,1,5732,1397655,5731,2295000,5731,2295000,5731,0,5732,100,
5732,1,5832,1397655,5831,2295000,5832,2295000,5831,0,5832,100,
5832,1,5933,1397655,5931,2295000,5932,2295000,5932,0,5933,100,
5933,1,6033,1397655,6032,2295000,6032,2295000,6032,0,6033,100,
6033,1,6133,1397655,6132,2295000,6132,2295000,6132,0,6133,100,
6133,1,6233,1257889,6232,2295000,6233,2295000,6233,0,6233,90,
6233,1,6334,1397655,6333,2295000,6333,2295000,6333,0,6334,100,
6334,1,6434,1397655,6433,2295000,6433,2295000,6433,0,6434,100,
6434,1,6534,1257889,6533,2295000,6533,2295000,6533,0,6534,90,
6534,1,6634,1397655,6633,2295000,6634,2295000,6633,0,6634,100,
6634,1,6735,1257889,6733,2295000,6734,2295000,6734,0,6734,90,
6735,1,6835,1257889,6834,2295000,6834,2295000,6834,0,6835,90,
6835,1,6936,1397655,6934,2295000,6935,2295000,6935,0,6936,100,
6936,1,7036,1397655,7035,2295000,7036,2295000,7035,0,7036,100,
7036,1,7137,1397655,7136,2295000,7136,2295000,7136,0,7137,100,
7137,1,7238,1397655,7236,2295000,7237,2295000,7236,0,7238,100,
7238,1,7338,1397655,7336,2295000,7337,2295000,7337,0,7338,100,
7338,1,7438,1257889,7437,2295000,7437,2295000,7437,0,7438,90,
7438,1,7538,1397655,7537,2295000,7538,2295000,7537,0,7538,100,
7538,1,7639,1397655,7637,2295000,7638,2295000,7638,0,7639,100,
7639,1,7738,1397655,7737,2295000,7738,2295000,7738,0,7738,100,
7739,1,7839,1397655,7838,2295000,7838,2295000,7838,0,7839,100,
7842,1,7939,1397655,7938,2295000,7939,2295000,7938,0,7939,100,
7939,1,8040,1397655,8038,2295000,8039,2295000,8039,0,8040,100,
