App,Package,Start Time,Duration,Filename
"System",,"Jun 21, 2018 @ 08:45:06 PM","1 min 2 sec","Trepn_2018.06.21_204506.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,27,223624,26,2295000,27,2295000,27,0,27,16,
28,1,128,517132,126,2295000,127,2295000,127,0,128,37,
128,1,232,0,228,510000,229,510000,229,0,232,0,
232,1,328,788150,327,1836000,328,1836000,328,0,328,83,
329,1,428,1397655,427,2295000,428,2295000,428,0,428,100,
428,1,529,1397655,528,2295000,528,2295000,528,0,529,100,
529,1,629,1397655,628,2295000,628,2295000,628,0,629,100,
629,1,729,1397655,728,2295000,728,2295000,728,0,729,100,
729,1,830,698827,828,2295000,829,2295000,829,0,829,50,
830,1,930,880522,929,2295000,929,2295000,929,0,930,63,
930,1,1032,1397655,1031,2295000,1031,2295000,1031,0,1032,100,
1032,1,1139,1397655,1131,2295000,1132,2295000,1132,0,1139,100,
1139,1,1233,1397655,1232,2295000,1233,2295000,1232,0,1233,100,
1233,1,1333,1397655,1332,2295000,1332,2295000,1332,0,1333,100,
1333,1,1433,1397655,1432,2295000,1432,2295000,1432,0,1433,100,
1433,1,1541,1397655,1532,2295000,1534,2295000,1534,0,1540,100,
1542,1,1634,1397655,1632,2295000,1633,2295000,1633,0,1634,100,
1634,1,1734,1397655,1733,2295000,1733,2295000,1733,0,1734,100,
1734,1,1834,1397655,1833,2295000,1833,2295000,1833,0,1834,100,
1834,1,1936,1397655,1935,2295000,1935,2295000,1935,0,1936,100,
1936,1,1986,1397655,1985,2295000,1985,2295000,1985,0,1986,100,
1986,1,2086,1397655,2085,2295000,2086,2295000,2085,0,2086,100,
2087,1,2187,1397655,2186,2295000,2187,2295000,2186,0,2187,100,
2187,1,2289,1397655,2288,2295000,2289,2295000,2288,0,2289,100,
2289,1,2388,1397655,2387,2295000,2387,2295000,2387,0,2388,100,
