device,subject,browser,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%]
nexus7,httpsadhiviraptgithubio,comandroidchrome,511152.13183618616,1.0,1607820.7244360237,0.0,1610651.3230266923,44.235883044805284
