App,Package,Start Time,Duration,Filename
"System",,"Jun 20, 2018 @ 06:47:02 PM","1 min 3 sec","Trepn_2018.06.20_184702.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
2,1,2,237601,0,2295000,1,2295000,1,0,2,17,
4,1,101,1257889,100,2295000,101,2295000,101,0,101,90,
101,1,202,1397655,200,2295000,201,2295000,201,0,202,100,
202,1,303,1397655,301,2295000,302,2295000,302,0,303,100,
303,1,402,1397655,401,2295000,402,2295000,401,0,402,100,
403,1,506,978358,504,2295000,505,2295000,505,0,506,70,
507,1,606,139765,603,2295000,604,2295000,604,0,606,10,
606,1,705,0,703,2295000,705,2295000,704,0,705,0,
705,1,805,307484,804,2295000,804,2295000,804,0,805,22,
805,1,855,1160053,854,2295000,854,2295000,854,0,855,83,
855,1,955,139765,954,2295000,955,2295000,954,0,955,10,
955,1,1056,153742,1055,2295000,1055,2295000,1055,0,1056,11,
1056,1,1156,0,1155,2295000,1155,2295000,1155,0,1156,0,
1156,1,1256,139765,1255,2295000,1256,2295000,1255,0,1256,10,
1256,1,1356,125788,1355,2295000,1356,2295000,1356,0,1356,9,
1356,1,1457,251577,1456,2295000,1456,2295000,1456,0,1457,18,
1457,1,1557,349413,1556,2295000,1556,2295000,1556,0,1557,25,
1557,1,1657,1132100,1656,2295000,1657,2295000,1656,0,1657,81,
1657,1,1757,1397655,1756,2295000,1757,2295000,1757,0,1757,100,
1757,1,1858,559062,1856,2295000,1857,2295000,1857,0,1857,40,
1858,1,1958,251577,1957,2295000,1957,2295000,1957,0,1958,18,
1958,1,2058,139765,2057,2295000,2057,2295000,2057,0,2058,10,
2058,1,2158,628944,2157,2295000,2158,2295000,2158,0,2158,45,
2158,1,2260,251577,2257,2295000,2258,2295000,2258,0,2260,18,
2260,1,2359,223624,2358,2295000,2358,2295000,2358,0,2359,16,
2359,1,2459,349413,2458,2295000,2458,2295000,2458,0,2459,25,
2459,1,2559,642921,2558,2295000,2559,2295000,2558,0,2559,46,
2559,1,2660,698827,2658,2295000,2659,2295000,2659,0,2660,50,
2660,1,2760,1257889,2759,2295000,2759,2295000,2759,0,2760,90,
2760,1,2860,1257889,2859,2295000,2859,2295000,2859,0,2860,90,
2860,1,2961,1397655,2960,2295000,2960,2295000,2960,0,2961,100,
2961,1,3061,1397655,3060,2295000,3061,2295000,3060,0,3061,100,
3061,1,3166,1397655,3161,2295000,3165,2295000,3164,0,3166,100,
3166,1,3262,1397655,3261,2295000,3261,2295000,3261,0,3262,100,
3262,1,3363,1397655,3362,2295000,3362,2295000,3362,0,3363,100,
3363,1,3483,1397655,3462,2295000,3463,2295000,3462,0,3483,100,
3483,1,3564,1397655,3562,2295000,3563,2295000,3563,0,3564,100,
3564,1,3664,1397655,3663,2295000,3663,2295000,3663,0,3664,100,
3664,1,3764,1397655,3763,2295000,3764,2295000,3763,0,3764,100,
3764,1,3865,1397655,3864,2295000,3864,2295000,3864,0,3865,100,
3865,1,3966,1397655,3964,2295000,3964,2295000,3964,0,3966,100,
3966,1,4067,1257889,4065,2295000,4066,2295000,4066,0,4066,90,
4067,1,4167,1397655,4165,2295000,4166,2295000,4166,0,4167,100,
4167,1,4267,614968,4266,2295000,4267,2295000,4266,0,4267,44,
4267,1,4368,768710,4366,2295000,4367,2295000,4367,0,4368,55,
4368,1,4468,1397655,4467,2295000,4467,2295000,4467,0,4468,100,
4468,1,4568,1397655,4567,2295000,4567,2295000,4567,0,4568,100,
4568,1,4668,1397655,4667,2295000,4668,2295000,4667,0,4668,100,
4668,1,4768,1397655,4767,2295000,4768,2295000,4768,0,4768,100,
4768,1,4869,1397655,4868,2295000,4868,2295000,4868,0,4869,100,
4869,1,4969,1257889,4968,2295000,4969,2295000,4968,0,4969,90,
4969,1,5069,1397655,5068,2295000,5069,2295000,5069,0,5069,100,
5069,1,5173,19459,5169,637500,5171,637500,5170,0,5173,11,
5173,1,5274,835629,5272,1836000,5273,1836000,5273,0,5274,88,
5274,1,5373,729308,5372,1938000,5372,1938000,5372,0,5373,70,
5373,1,5473,1118124,5472,2295000,5473,2295000,5472,0,5473,80,
5473,1,5574,139765,5573,2295000,5573,2295000,5573,0,5574,10,
5574,1,5678,34700,5674,510000,5675,510000,5675,0,5678,27,
5678,1,5779,34700,5774,510000,5776,510000,5776,0,5779,27,
5779,1,5879,70762,5875,637500,5876,637500,5876,0,5878,40,
5879,1,5979,21228,5975,510000,5977,637500,5976,0,5979,12,
5979,1,6077,62791,6076,1530000,6076,1530000,6076,0,6077,9,
6077,1,6177,125582,6176,1530000,6177,1530000,6176,0,6177,18,
6177,1,6278,209303,6277,1530000,6277,1530000,6277,0,6278,30,
6278,1,6379,0,6377,1530000,6378,1530000,6378,0,6379,0,
6379,1,6485,12852,6478,510000,6481,510000,6479,0,6485,10,
6486,1,6580,139536,6578,1530000,6579,1530000,6579,0,6580,20,
6580,1,6683,58379,6679,637500,6681,637500,6680,0,6683,33,
6684,1,6802,0,6779,535500,6781,535500,6780,0,6783,0,
6803,1,6883,65366,6880,688500,6881,688500,6880,0,6883,33,
6883,1,6981,0,6980,1530000,6980,1530000,6980,0,6981,0,
6981,1,7087,27535,7081,535500,7083,535500,7082,0,7086,20,
7087,1,7190,53071,7182,637500,7185,637500,7184,0,7189,30,
7190,1,7287,14137,7282,510000,7284,510000,7283,0,7287,11,
7288,1,7384,69768,7382,1530000,7383,1530000,7383,0,7384,10,
7384,1,7491,58837,7485,561000,7487,561000,7487,0,7490,40,
7491,1,7586,279072,7584,1530000,7585,1530000,7584,0,7586,40,
7586,1,7685,69768,7684,1530000,7685,1530000,7684,0,7685,10,
7685,1,7811,47764,7798,637500,7807,637500,7799,0,7810,27,
7811,1,7890,0,7888,1530000,7889,1530000,7888,0,7890,0,
7890,1,7990,0,7988,1530000,7989,1530000,7989,0,7990,0,
7990,1,8091,188373,8089,1530000,8090,1530000,8090,0,8091,27,
8091,1,8196,26476,8190,561000,8192,561000,8191,0,8195,18,
8196,1,8294,18337,8290,612000,8291,612000,8291,0,8293,11,
8294,1,8395,0,8391,510000,8392,510000,8391,0,8394,0,
8395,1,8495,83721,8491,1530000,8492,1530000,8492,0,8494,12,
8495,1,8595,23133,8591,510000,8592,510000,8592,0,8594,18,
8595,1,8698,34489,8693,586500,8695,586500,8694,0,8698,22,
8698,1,8815,72531,8799,637500,8807,637500,8805,0,8812,41,
8815,1,8896,83721,8895,1530000,8895,1530000,8895,0,8896,12,
8896,1,9003,22028,8997,535500,8999,535500,8998,0,9002,16,
9003,1,9102,39715,9097,561000,9099,561000,9098,0,9102,27,
9102,1,9202,522268,9199,1836000,9200,1836000,9200,0,9202,55,
9202,1,9301,0,9299,1122000,9300,1122000,9300,0,9301,0,
9301,1,9401,125582,9399,1530000,9400,1530000,9399,0,9401,18,
9401,1,9512,33341,9505,612000,9508,612000,9507,0,9511,20,
9512,1,9601,76744,9600,1530000,9600,1530000,9600,0,9601,11,
9601,1,9705,0,9701,510000,9703,510000,9702,0,9705,0,
9705,1,9805,430725,9802,1734000,9803,1734000,9802,0,9805,50,
9805,1,9903,85523,9902,1632000,9902,1632000,9902,0,9903,11,
9903,1,10007,16670,10003,612000,10005,612000,10004,0,10007,10,
10007,1,10110,0,10105,637500,10106,637500,10106,0,10110,0,
10110,1,10211,12852,10206,510000,10208,510000,10207,0,10211,10,
10211,1,10313,0,10307,510000,10310,510000,10309,0,10313,0,
10313,1,10412,12852,10408,510000,10409,510000,10409,0,10411,10,
10412,1,10513,15144,10508,535500,10510,535500,10509,0,10512,11,
10513,1,10610,0,10608,1530000,10609,1530000,10608,0,10610,0,
10610,1,10714,0,10709,510000,10711,510000,10710,0,10713,0,
10715,1,10814,41303,10810,535500,10811,535500,10811,0,10814,30,
10814,1,10910,141987,10909,2193000,10910,2193000,10910,0,10910,11,
10910,1,11011,0,11010,2295000,11011,2295000,11010,0,11011,0,
11011,1,11117,0,11112,510000,11113,510000,11113,0,11116,0,
11117,1,11213,76744,11211,1530000,11212,1530000,11212,0,11213,11,
11213,1,11318,11566,11312,510000,11315,510000,11313,0,11318,9,
11319,1,11419,52953,11414,561000,11416,561000,11415,0,11419,36,
11420,1,11519,32130,11514,510000,11516,510000,11516,0,11519,25,
11520,1,11620,14137,11615,510000,11617,510000,11616,0,11620,11,
11621,1,11717,69768,11715,1530000,11716,1530000,11715,0,11716,10,
11717,1,11817,230234,11816,1530000,11816,1530000,11816,0,11817,33,
11817,1,11917,170924,11916,1836000,11916,1836000,11916,0,11917,18,
11917,1,12018,69768,12016,1530000,12017,1530000,12017,0,12018,10,
12018,1,12122,0,12118,510000,12119,510000,12119,0,12122,0,
12122,1,12224,0,12219,612000,12221,612000,12220,0,12223,0,
12224,1,12320,279072,12319,1530000,12319,1530000,12319,0,12320,40,
12320,1,12420,645399,12419,2193000,12420,2193000,12420,0,12420,50,
12420,1,12521,0,12519,1836000,12520,1836000,12520,0,12520,0,
12521,1,12624,26476,12620,561000,12622,561000,12621,0,12624,18,
12624,1,12726,28274,12721,510000,12723,510000,12722,0,12726,22,
12727,1,12824,286048,12821,1530000,12822,1530000,12822,0,12823,41,
12824,1,12923,0,12922,1530000,12922,1530000,12922,0,12923,0,
12923,1,13024,569747,13022,1836000,13023,1836000,13023,0,13024,60,
13024,1,13123,698827,13122,2295000,13123,2295000,13123,0,13123,50,
13123,1,13230,38556,13224,510000,13226,510000,13225,0,13230,30,
13230,1,13325,125582,13324,1530000,13324,1530000,13324,0,13325,18,
13325,1,13430,929375,13427,1836000,13428,2193000,13427,0,13430,72,
13430,1,13528,461226,13527,2295000,13527,2295000,13527,0,13528,33,
13528,1,13628,614968,13627,2295000,13627,2295000,13627,0,13628,44,
13628,1,13728,698827,13727,2295000,13728,2295000,13727,0,13728,50,
13728,1,13829,419296,13827,2295000,13828,2295000,13828,0,13829,30,
13829,1,13933,12852,13929,510000,13930,510000,13929,0,13932,10,
13933,1,14030,0,14028,1530000,14029,1530000,14029,0,14030,0,
14030,1,14135,0,14129,510000,14132,510000,14131,0,14135,0,
14136,1,14234,28274,14230,510000,14232,510000,14231,0,14234,22,
14234,1,14336,15144,14332,535500,14333,535500,14333,0,14336,11,
14336,1,14437,23133,14433,510000,14434,510000,14434,0,14437,18,
14437,1,14534,69768,14533,1530000,14533,1530000,14533,0,14534,10,
14534,1,14638,15003,14634,612000,14635,612000,14635,0,14637,9,
14638,1,14740,24781,14735,535500,14737,535500,14736,0,14740,18,
14740,1,14840,474789,14838,1836000,14839,1836000,14839,0,14840,50,
14840,1,14939,614968,14938,2295000,14939,2295000,14938,0,14939,44,
14939,1,15040,461226,15039,2295000,15039,2295000,15039,0,15039,33,
14958,1,15144,17244,15140,586500,15141,586500,15141,0,15143,11,
15040,1,15242,139536,15240,1530000,15241,1530000,15241,0,15242,20,
15144,1,15345,17690,15342,637500,15343,637500,15342,0,15345,10,
15242,1,15443,0,15442,1530000,15442,1530000,15442,0,15443,0,
15345,1,15543,0,15542,1530000,15542,1530000,15542,0,15543,0,
15443,1,15651,0,15644,510000,15647,510000,15645,0,15650,0,
15543,1,15749,17690,15745,637500,15746,637500,15746,0,15749,10,
15651,1,15859,77838,15846,637500,15848,637500,15847,0,15856,44,
15749,1,15949,1076194,15947,2295000,15948,2295000,15948,0,15949,77,
15863,1,16048,0,16047,2295000,16047,2295000,16047,0,16048,0,
15949,1,16148,0,16147,2295000,16147,2295000,16147,0,16148,0,
16048,1,16248,0,16247,2295000,16248,2295000,16247,0,16248,0,
16148,1,16352,15144,16348,535500,16350,535500,16349,0,16352,11,
16248,1,16455,14137,16450,510000,16452,510000,16451,0,16454,11,
16352,1,16557,12852,16551,510000,16553,510000,16552,0,16556,10,
16455,1,16652,69768,16651,1530000,16651,1530000,16651,0,16652,10,
16557,1,16758,13767,16753,535500,16755,535500,16754,0,16757,10,
16653,1,16813,495352,16810,1530000,16811,1530000,16811,0,16813,71,
16758,1,16905,139536,16904,1530000,16904,1530000,16904,0,16905,20,
16813,1,17016,38919,17005,637500,17006,637500,17005,0,17015,22,
16905,1,17110,57834,17106,510000,17107,510000,17107,0,17110,45,
17016,1,17213,24781,17207,510000,17210,535500,17209,0,17213,18,
17110,1,17308,0,17307,1530000,17307,1530000,17307,0,17308,0,
17214,1,17408,69768,17407,1530000,17407,1530000,17407,0,17408,10,
17308,1,17513,0,17509,510000,17510,510000,17509,0,17513,0,
17408,1,17613,17244,17609,586500,17610,586500,17610,0,17613,11,
17513,1,17717,19459,17710,637500,17711,637500,17711,0,17716,11,
17613,1,17813,387653,17810,1734000,17811,1734000,17811,0,17812,45,
17717,1,17914,0,17911,510000,17912,510000,17912,0,17914,0,
17813,1,18015,0,18011,637500,18013,637500,18012,0,18015,0,
17915,1,18120,12852,18113,510000,18115,510000,18114,0,18119,10,
18015,1,18214,0,18213,1530000,18213,1530000,18213,0,18214,0,
18120,1,18319,12852,18314,510000,18316,510000,18315,0,18319,10,
18214,1,18421,15144,18416,535500,18418,535500,18417,0,18420,11,
18320,1,18520,34700,18516,510000,18518,510000,18517,0,18520,27,
18421,1,18621,0,18618,510000,18619,510000,18619,0,18621,0,
18520,1,18722,42411,18718,510000,18720,510000,18719,0,18722,33,
18622,1,18822,439538,18820,1530000,18821,1530000,18820,0,18822,63,
18722,1,18923,34700,18920,510000,18921,510000,18921,0,18923,27,
18822,1,19021,188373,19020,1530000,19021,1530000,19020,0,19021,27,
18923,1,19126,16180,19121,561000,19123,561000,19122,0,19125,11,
19021,1,19228,14137,19222,510000,19225,510000,19223,0,19228,11,
19126,1,19330,12852,19322,510000,19325,510000,19323,0,19330,10,
19229,1,19423,209303,19422,1530000,19423,1530000,19422,0,19423,30,
19330,1,19527,31354,19523,586500,19525,586500,19524,0,19527,20,
19423,1,19627,12852,19623,510000,19625,510000,19624,0,19627,10,
19527,1,19733,25704,19724,510000,19729,510000,19727,0,19733,20,
19627,1,19826,76744,19824,1530000,19825,1530000,19825,0,19826,11,
19733,1,19931,44128,19926,561000,19928,561000,19927,0,19930,30,
19826,1,20028,69768,20026,1530000,20027,1530000,20027,0,20028,10,
19931,1,20129,0,20127,1530000,20128,1530000,20127,0,20128,0,
20028,1,20233,12852,20228,510000,20230,510000,20229,0,20232,10,
20129,1,20330,0,20328,1530000,20329,1530000,20328,0,20329,0,
20233,1,20430,69768,20428,1530000,20429,1530000,20429,0,20430,10,
20330,1,20533,0,20529,612000,20530,612000,20530,0,20532,0,
20430,1,20633,0,20630,561000,20631,561000,20630,0,20633,0,
20533,1,20733,0,20730,637500,20731,637500,20731,0,20733,0,
20634,1,20832,139536,20830,1530000,20831,1530000,20831,0,20832,20,
20733,1,20931,0,20930,1530000,20930,1530000,20930,0,20931,0,
20832,1,21035,25704,21031,510000,21032,510000,21032,0,21034,20,
20931,1,21154,188373,21133,510000,21150,1530000,21144,0,21153,27,
21035,1,21233,180711,21232,2193000,21233,2193000,21233,0,21233,14,
21154,1,21334,125788,21333,2295000,21333,2295000,21333,0,21334,9,
21233,1,21439,39715,21434,561000,21436,561000,21435,0,21439,27,
21334,1,21542,12852,21536,510000,21538,510000,21538,0,21542,10,
21439,1,21640,38556,21636,510000,21637,510000,21637,0,21640,30,
21543,1,21740,17690,21737,637500,21738,637500,21738,0,21740,10,
21640,1,21839,230234,21837,1530000,21838,1530000,21838,0,21839,33,
21740,1,21941,0,21938,510000,21939,510000,21939,0,21941,0,
21839,1,22042,0,22039,510000,22040,510000,22039,0,22041,0,
21941,1,22140,0,22138,1530000,22139,1530000,22139,0,22140,0,
