device,subject,browser,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%]
nexus7,httpsfewvunlktn470androidindex11html,comandroidchrome,322889.85164087097,1.0,1222264.8516784152,0.0,1226303.811718791,30.745601542238465
