App,Package,Start Time,Duration,Filename
"System",,"Jun 23, 2018 @ 08:46:45 PM","51 sec","Trepn_2018.06.23_204645.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,36,209648,35,2295000,35,2295000,35,0,36,15,
36,1,136,284278,135,1734000,135,1734000,135,0,136,33,
136,1,240,19459,236,637500,237,637500,236,0,238,11,
240,1,337,387239,336,2193000,336,2193000,336,0,337,30,
337,1,437,139765,436,2295000,436,2295000,436,0,437,10,
437,1,537,139765,536,2295000,536,2295000,536,0,537,10,
537,1,637,139765,636,2295000,637,2295000,636,0,637,10,
637,1,738,0,737,2295000,737,2295000,737,0,738,0,
738,1,838,1076194,837,2295000,837,2295000,837,0,838,77,
838,1,939,1076194,938,2295000,939,2295000,938,0,939,77,
939,1,1049,1397655,1048,2295000,1049,2295000,1049,0,1049,100,
1049,1,1100,1397655,1098,2295000,1099,2295000,1099,0,1099,100,
1100,1,1201,777484,1199,1632000,1200,1632000,1200,0,1201,100,
1201,1,1305,861451,1304,1734000,1304,1734000,1304,0,1305,100,
1305,1,1405,861451,1404,1734000,1404,1734000,1404,0,1405,100,
1405,1,1506,861451,1505,1734000,1505,1734000,1505,0,1506,100,
1506,1,1608,1290799,1607,2193000,1607,2193000,1607,0,1608,100,
1608,1,1708,949579,1707,1836000,1707,1836000,1707,0,1708,100,
1708,1,1808,1397655,1807,2295000,1808,2295000,1807,0,1808,100,
1808,1,1910,1397655,1909,2295000,1910,2295000,1909,0,1910,100,
1910,1,2010,1257889,2009,2295000,2009,2295000,2009,0,2010,90,
2010,1,2110,769159,2109,1836000,2109,1836000,2109,0,2110,81,
2110,1,2210,208907,2209,1836000,2210,1836000,2209,0,2210,22,
2210,1,2311,120603,2309,1734000,2310,1734000,2310,0,2311,14,
2311,1,2412,0,2410,1734000,2411,1734000,2411,0,2412,0,
2412,1,2511,353194,2510,1734000,2511,1734000,2510,0,2511,41,
2511,1,2620,12852,2611,510000,2613,510000,2612,0,2619,10,
2620,1,2713,76744,2711,1530000,2712,1530000,2711,0,2712,11,
2713,1,2817,0,2812,510000,2814,510000,2813,0,2816,0,
2817,1,2917,0,2913,535500,2914,535500,2914,0,2917,0,
2917,1,3014,279072,3012,1530000,3013,1530000,3013,0,3014,40,
3014,1,3114,76744,3113,1530000,3113,1530000,3113,0,3114,11,
3114,1,3214,0,3213,2295000,3213,2295000,3213,0,3214,0,
3214,1,3315,111628,3313,1530000,3314,1530000,3314,0,3315,16,
3315,1,3419,14137,3415,510000,3416,510000,3416,0,3419,11,
3419,1,3520,52693,3515,510000,3517,510000,3516,0,3519,41,
3520,1,3629,34419,3616,510000,3623,535500,3621,0,3627,25,
3630,1,3718,0,3716,1530000,3717,1530000,3717,0,3718,0,
3718,1,3823,12852,3818,510000,3820,510000,3819,0,3822,10,
3823,1,3919,460468,3917,1530000,3918,1530000,3918,0,3918,66,
3919,1,4018,903559,4017,2193000,4018,2193000,4018,0,4018,70,
4018,1,4123,23133,4118,510000,4121,510000,4119,0,4123,18,
4123,1,4220,69768,4219,1530000,4219,1530000,4219,0,4220,10,
4220,1,4326,125582,4324,1530000,4325,1530000,4325,0,4326,18,
4326,1,4429,15422,4425,510000,4426,510000,4426,0,4429,12,
4429,1,4533,38556,4526,510000,4528,510000,4526,0,4533,30,
4534,1,4631,28274,4626,510000,4629,510000,4628,0,4631,22,
4632,1,4733,14137,4727,510000,4730,510000,4728,0,4732,11,
4733,1,4832,17690,4827,637500,4829,637500,4828,0,4832,10,
4832,1,4966,188373,4946,510000,4961,1530000,4948,0,4966,27,
4968,1,5032,313361,5030,1836000,5031,1836000,5031,0,5032,33,
5032,1,5136,15144,5131,535500,5133,535500,5132,0,5135,11,
5136,1,5238,0,5232,510000,5235,510000,5233,0,5238,0,
5238,1,5337,60015,5333,612000,5334,612000,5334,0,5337,36,
5337,1,5438,14137,5433,510000,5435,510000,5434,0,5438,11,
5438,1,5537,16670,5534,612000,5535,612000,5535,0,5537,10,
5538,1,5639,0,5634,510000,5636,510000,5635,0,5638,0,
5639,1,5736,188373,5734,1530000,5735,1530000,5734,0,5735,27,
5736,1,5839,28218,5835,586500,5837,586500,5836,0,5839,18,
5840,1,5952,61954,5945,535500,5949,535500,5948,0,5951,45,
5952,1,6038,83721,6036,1530000,6037,1530000,6037,0,6038,12,
6038,1,6144,47764,6138,637500,6140,637500,6139,0,6143,27,
6144,1,6239,279072,6238,1530000,6238,1530000,6238,0,6239,40,
6239,1,6344,34700,6339,510000,6341,510000,6340,0,6344,27,
6344,1,6444,34700,6440,510000,6442,510000,6441,0,6444,27,
6444,1,6547,14137,6541,510000,6542,510000,6542,0,6546,11,
6547,1,6648,12852,6642,510000,6644,510000,6644,0,6647,10,
6648,1,6751,23133,6744,510000,6748,510000,6747,0,6750,18,
6751,1,6848,15422,6842,510000,6844,510000,6843,0,6847,12,
6848,1,6944,209303,6942,1530000,6943,1530000,6942,0,6943,30,
6944,1,7045,0,7043,1530000,7044,1530000,7044,0,7045,0,
7045,1,7149,0,7144,637500,7146,637500,7145,0,7148,0,
7149,1,7249,0,7245,637500,7246,637500,7246,0,7249,0,
7249,1,7351,0,7346,561000,7348,561000,7347,0,7350,0,
7351,1,7452,0,7447,637500,7448,637500,7448,0,7451,0,
7452,1,7553,25704,7548,510000,7550,510000,7549,0,7553,20,
7553,1,7655,0,7649,535500,7650,535500,7650,0,7655,0,
7655,1,7754,12852,7750,510000,7751,510000,7751,0,7754,10,
7754,1,7851,0,7850,1530000,7850,1530000,7850,0,7851,0,
7851,1,7954,279072,7951,1530000,7952,1530000,7952,0,7953,40,
