App,Package,Start Time,Duration,Filename
"System",,"Jun 23, 2018 @ 08:29:41 PM","52 sec","Trepn_2018.06.23_202941.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
0,1,35,209648,34,2295000,34,2295000,34,0,35,15,
35,1,86,0,85,2295000,85,2295000,85,0,86,0,
86,1,186,318736,185,1734000,185,1734000,185,0,186,37,
186,1,286,522268,285,1836000,285,1836000,285,0,286,55,
286,1,386,1397655,385,2295000,386,2295000,385,0,386,100,
386,1,487,1397655,485,2295000,486,2295000,486,0,487,100,
487,1,587,1397655,586,2295000,586,2295000,586,0,587,100,
587,1,687,642921,686,2295000,686,2295000,686,0,687,46,
687,1,787,349413,786,2295000,787,2295000,787,0,787,25,
787,1,889,698827,887,2295000,888,2295000,888,0,888,50,
889,1,994,775306,993,1734000,993,1734000,993,0,994,90,
994,1,1094,1188106,1093,2091000,1093,2091000,1093,0,1094,100,
1094,1,1195,777484,1193,1632000,1194,1632000,1194,0,1195,100,
1195,1,1295,777484,1294,1632000,1294,1632000,1294,0,1295,100,
1295,1,1395,1188106,1394,2091000,1394,2091000,1394,0,1395,100,
1395,1,1495,1397655,1494,2295000,1495,2295000,1494,0,1495,100,
1495,1,1602,861451,1601,1734000,1601,1734000,1601,0,1602,100,
1602,1,1701,1188106,1700,2091000,1701,2091000,1701,0,1701,100,
1701,1,1803,1397655,1801,2295000,1802,2295000,1801,0,1802,100,
1803,1,1902,1257889,1901,2295000,1901,2295000,1901,0,1902,90,
1902,1,2003,1076194,2001,2295000,2002,2295000,2002,0,2002,77,
2003,1,2103,759663,2101,1836000,2102,1836000,2102,0,2103,80,
2103,1,2203,949579,2202,1836000,2202,1836000,2202,0,2203,100,
2203,1,2304,689160,2302,1734000,2303,1734000,2303,0,2304,80,
2304,1,2404,861451,2403,1734000,2403,1734000,2403,0,2404,100,
2404,1,2504,663317,2503,1734000,2503,1734000,2503,0,2504,77,
