App,Package,Start Time,Duration,Filename
"System",,"Jun 23, 2018 @ 07:41:54 PM","52 sec","Trepn_2018.06.23_194154.db"

Time  [ms],"Battery Status",Time  [ms],"Battery Power* [uW]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",
5,1,5,195671,0,2295000,4,2295000,4,0,5,14,
20,1,106,473798,104,1734000,105,1734000,105,0,106,55,
106,1,206,284278,205,1734000,205,1734000,205,0,206,33,
206,1,307,598234,305,1836000,306,1836000,306,0,307,63,
307,1,406,709939,405,2193000,406,2193000,406,0,406,55,
407,1,507,1397655,506,2295000,506,2295000,506,0,507,100,
507,1,607,1397655,606,2295000,606,2295000,606,0,607,100,
607,1,707,1397655,706,2295000,707,2295000,707,0,707,100,
707,1,813,838593,812,2295000,812,2295000,812,0,813,60,
813,1,918,783920,917,1734000,917,1734000,917,0,918,91,
918,1,1019,1397655,1018,2295000,1018,2295000,1018,0,1019,100,
1019,1,1120,777484,1119,1632000,1119,1632000,1119,0,1120,100,
1120,1,1219,861451,1218,1734000,1218,1734000,1218,0,1219,100,
1220,1,1319,1397655,1318,2295000,1319,2295000,1318,0,1319,100,
1319,1,1425,1397655,1424,2295000,1425,2295000,1424,0,1425,100,
1425,1,1526,1397655,1525,2295000,1525,2295000,1525,0,1526,100,
1526,1,1626,1397655,1625,2295000,1625,2295000,1625,0,1626,100,
1627,1,1728,1397655,1727,2295000,1727,2295000,1727,0,1728,100,
1728,1,1829,1397655,1827,2295000,1829,2295000,1828,0,1829,100,
1833,1,1929,628944,1928,2295000,1928,2295000,1928,0,1929,45,
1929,1,2029,775306,2028,1734000,2028,1734000,2028,0,2029,90,
2029,1,2134,620244,2132,1734000,2133,1734000,2133,0,2134,72,
2134,1,2234,949579,2233,1836000,2233,1836000,2233,0,2234,100,
2234,1,2334,465183,2333,1734000,2334,1734000,2333,0,2334,54,
2335,1,2434,215362,2433,1734000,2434,1734000,2433,0,2434,25,
2435,1,2538,22028,2534,535500,2536,535500,2535,0,2538,16,
2538,1,2639,0,2636,561000,2637,561000,2637,0,2639,0,
2640,1,2740,0,2737,510000,2738,510000,2737,0,2740,0,
2740,1,2839,76744,2837,1530000,2838,1530000,2837,0,2838,11,
2839,1,2939,160466,2938,1530000,2938,1530000,2938,0,2939,23,
2939,1,3043,46267,3039,510000,3041,510000,3040,0,3043,36,
3043,1,3140,0,3139,1530000,3139,1530000,3139,0,3140,0,
3140,1,3243,0,3240,510000,3241,510000,3240,0,3243,0,
3244,1,3343,23133,3340,510000,3341,510000,3341,0,3343,18,
3343,1,3441,153489,3440,1530000,3440,1530000,3440,0,3441,22,
3441,1,3547,12390,3542,535500,3544,535500,3543,0,3547,9,
3548,1,3651,31843,3643,510000,3648,637500,3645,0,3651,18,
3652,1,3745,104453,3743,1836000,3744,1836000,3743,0,3744,11,
3745,1,3845,559062,3844,2295000,3844,2295000,3844,0,3845,40,
3845,1,3946,559062,3945,2295000,3946,2295000,3945,0,3946,40,
3946,1,4046,0,4045,2295000,4046,2295000,4045,0,4046,0,
4046,1,4147,0,4146,2295000,4146,2295000,4146,0,4147,0,
4147,1,4247,0,4246,2295000,4246,2295000,4246,0,4247,0,
4247,1,4359,45011,4348,612000,4354,612000,4353,0,4358,27,
4359,1,4448,230234,4447,1530000,4448,1530000,4447,0,4448,33,
4448,1,4552,12852,4548,510000,4550,510000,4549,0,4552,10,
